"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"2020-12-05  17:22:00,000","    75390000","-113,8","   4,5","-121,7","-106,1","19",
"2020-12-05  17:22:00,000","    75395000","-113,6","   3,6","-120,4","-108,2","19",
"2020-12-05  17:22:00,000","    75400000","-115,5","   5,3","-130,1","-109,7","19",
"2020-12-05  17:22:00,000","    75405000","-115,9","   5,3","-126,4","-108,5","19",
"2020-12-05  17:22:00,000","    75410000","-113,9","   4,4","-122,0","-106,7","19",
"2020-12-05  17:22:00,000","    75415000","-112,6","   4,1","-119,5","-106,8","19",
"2020-12-05  17:22:00,000","    75420000","-112,6","   7,0","-132,6","-106,8","19",
"2020-12-05  17:22:00,000","    75425000","-116,9","   8,8","-134,8","-107,8","19",
"2020-12-05  17:22:00,000","    75430000","-114,9","   4,6","-124,0","-107,0","19",
"2020-12-05  17:22:00,000","    75435000","-114,1","   5,2","-127,0","-105,0","19",
"2020-12-05  17:22:00,000","    75440000","-114,2","   6,4","-126,6","-103,6","19",
"2020-12-05  17:22:00,000","    75445000","-111,9","   5,2","-122,2","-105,0","19",
"2020-12-05  17:22:00,000","    75450000","-112,2","   5,6","-127,9","-105,8","19",
"2020-12-05  17:22:00,000","    75455000","-112,7","   5,3","-124,5","-104,6","19",
"2020-12-05  17:22:00,000","    75460000","-111,0","   4,3","-118,5","-104,4","19",
"2020-12-05  17:22:00,000","    75465000","-111,5","   5,1","-120,5","-105,3","19",
"2020-12-05  17:22:00,000","    75470000","-113,4","   5,2","-122,6","-104,8","19",
"2020-12-05  17:22:00,000","    75475000","-115,0","   7,7","-135,4","-105,9","19",
"2020-12-05  17:22:00,000","    75480000","-115,7","   6,0","-127,9","-106,0","19",
"2020-12-05  17:22:00,000","    75485000","-116,3","   6,3","-127,2","-103,9","19",
"2020-12-05  17:22:00,000","    75490000","-114,5","   4,4","-120,8","-106,1","19",
"2020-12-05  17:22:00,000","    75495000","-115,1","   6,7","-136,2","-107,8","19",
"2020-12-05  17:22:00,000","    75500000","-114,1","   5,2","-125,5","-107,2","19",
"2020-12-05  17:22:00,000","    75505000","-112,8","   4,5","-125,5","-107,3","19",
"2020-12-05  17:22:00,000","    75510000","-114,6","   6,4","-128,6","-106,7","19",
"2020-12-05  17:22:00,000","    75515000","-113,2","   4,5","-120,6","-104,7","19",
"2020-12-05  17:22:00,000","    75520000","-113,4","   5,3","-124,4","-105,4","19",
"2020-12-05  17:22:00,000","    75525000","-113,4","   6,2","-129,3","-105,4","19",
"2020-12-05  17:22:00,000","    75530000","-111,0","   2,9","-117,2","-106,4","19",
"2020-12-05  17:22:00,000","    75535000","-111,7","   2,8","-116,6","-108,0","19",
"2020-12-05  17:22:00,000","    75540000","-113,1","   3,5","-118,4","-106,2","19",
"2020-12-05  17:22:00,000","    75545000","-112,2","   4,2","-119,3","-106,4","19",
"2020-12-05  17:22:00,000","    75550000","-113,0","   5,4","-124,7","-106,1","19",
"2020-12-05  17:22:00,000","    75555000","-114,2","   7,7","-135,5","-103,8","19",
"2020-12-05  17:22:00,000","    75560000","-113,0","   5,6","-129,6","-104,7","19",
"2020-12-05  17:22:00,000","    75565000","-114,4","   3,8","-121,7","-108,8","19",
"2020-12-05  17:22:00,000","    75570000","-114,6","   3,6","-121,5","-108,2","19",
"2020-12-05  17:22:00,000","    75575000","-114,5","   5,1","-127,0","-105,1","19",
"2020-12-05  17:22:00,000","    75580000","-113,2","   5,0","-125,3","-106,8","19",
"2020-12-05  17:22:00,000","    75585000","-114,3","   6,5","-132,2","-106,7","19",
"2020-12-05  17:22:00,000","    75590000","-114,7","   6,8","-136,6","-106,8","19",
"2020-12-05  17:22:00,000","    75595000","-115,6","   5,7","-125,7","-103,8","19",
"2020-12-05  17:22:00,000","    75600000","-113,7","   5,7","-132,8","-104,2","19",
"2020-12-05  17:22:00,000","    75605000","-113,4","   4,9","-121,0","-105,8","19",
"2020-12-05  17:22:00,000","    75610000","-114,0","   5,5","-124,9","-104,2","19",
"2020-12-05  17:22:00,000","    75615000","-115,2","   8,5","-136,7","-105,3","19",
"2020-12-05  17:22:00,000","    75620000","-113,1","   5,4","-123,0","-104,7","19",
"2020-12-05  17:22:00,000","    75625000","-113,1","   4,5","-126,7","-106,6","19",
"2020-12-05  17:22:00,000","    75630000","-115,2","   4,2","-122,9","-110,0","19",
"2020-12-05  17:22:00,000","    75635000","-117,0","   6,5","-136,5","-109,6","19",
"2020-12-05  17:22:00,000","    75640000","-115,6","   4,5","-124,4","-109,1","19",
"2020-12-05  17:22:00,000","    75645000","-116,6","   4,4","-129,0","-110,6","19",
"2020-12-05  17:22:00,000","    75650000","-115,8","   4,9","-127,1","-108,3","19",
"2020-12-05  17:22:00,000","    75655000","-116,0","   4,9","-126,5","-106,3","19",
"2020-12-05  17:22:00,000","    75660000","-116,3","   5,2","-129,7","-106,7","19",
"2020-12-05  17:22:00,000","    75665000","-117,6","   7,0","-133,3","-110,4","19",
"2020-12-05  17:22:00,000","    75670000","-116,1","   5,7","-128,4","-108,4","19",
"2020-12-05  17:22:00,000","    75675000","-113,5","   3,6","-121,4","-106,0","19",
"2020-12-05  17:22:00,000","    75680000","-113,3","   4,9","-122,0","-105,9","19",
"2020-12-05  17:22:00,000","    75685000","-114,5","   6,8","-128,3","-106,5","19",
"2020-12-05  17:22:00,000","    75690000","-114,2","   6,3","-131,2","-104,6","19",
"2020-12-05  17:22:00,000","    75695000","-113,6","   5,3","-126,5","-104,1","19",
"2020-12-05  17:22:00,000","    75700000","-112,0","   3,3","-118,9","-106,9","19",
"2020-12-05  17:22:00,000","    75705000","-114,3","   5,7","-127,4","-108,5","19",
"2020-12-05  17:22:00,000","    75710000","-115,8","   8,3","-138,8","-108,3","19",
"2020-12-05  17:22:00,000","    75715000","-114,3","   5,4","-126,1","-106,5","19",
"2020-12-05  17:22:00,000","    75720000","-113,0","   6,2","-129,6","-103,4","19",
"2020-12-05  17:22:00,000","    75725000","-111,4","   4,1","-119,2","-104,6","19",
"2020-12-05  17:22:00,000","    75730000","-112,2","   3,7","-119,5","-106,9","19",
"2020-12-05  17:22:00,000","    75735000","-112,7","   4,4","-121,0","-106,8","19",
"2020-12-05  17:22:00,000","    75740000","-112,8","   4,9","-124,1","-106,6","19",
"2020-12-05  17:22:00,000","    75745000","-113,5","   5,2","-128,5","-106,3","19",
"2020-12-05  17:22:00,000","    75750000","-114,2","   4,8","-123,9","-107,3","19",
"2020-12-05  17:22:00,000","    75755000","-114,2","   5,7","-124,2","-105,4","19",
"2020-12-05  17:22:00,000","    75760000","-114,3","   4,0","-125,7","-108,6","19",
"2020-12-05  17:22:00,000","    75765000","-116,7","   6,0","-131,3","-109,0","19",
"2020-12-05  17:22:00,000","    75770000","-114,8","   4,1","-122,4","-106,9","19",
"2020-12-05  17:22:00,000","    75775000","-113,2","   4,8","-122,0","-104,1","19",
"2020-12-05  17:22:00,000","    75780000","-113,8","   6,7","-129,0","-103,8","19",
"2020-12-05  17:22:00,000","    75785000","-113,6","   5,8","-125,6","-105,3","19",
"2020-12-05  17:22:00,000","    75790000","-114,1","   6,8","-134,5","-107,9","19",
"2020-12-05  17:22:00,000","    75795000","-114,7","   4,2","-125,0","-106,8","19",
"2020-12-05  17:22:00,000","    75800000","-115,3","   4,5","-123,6","-109,3","19",
"2020-12-05  17:22:00,000","    75805000","-114,9","   5,4","-127,9","-107,7","19",
"2020-12-05  17:22:00,000","    75810000","-115,8","   5,0","-126,5","-108,8","19",
"2020-12-05  17:22:00,000","    75815000","-117,9","   8,3","-146,5","-110,3","19",
"2020-12-05  17:22:00,000","    75820000","-116,6","   5,3","-130,6","-107,2","19",
"2020-12-05  17:22:00,000","    75825000","-117,3","   6,3","-133,1","-107,3","19",
"2020-12-05  17:22:00,000","    75830000","-116,7","   5,2","-127,3","-107,9","19",
"2020-12-05  17:22:00,000","    75835000","-116,0","   4,6","-125,0","-107,5","19",
"2020-12-05  17:22:00,000","    75840000","-116,9","   7,2","-135,4","-105,2","19",
"2020-12-05  17:22:00,000","    75845000","-113,4","   4,1","-125,0","-108,0","19",
"2020-12-05  17:22:00,000","    75850000","-114,0","   4,3","-123,3","-106,0","19",
"2020-12-05  17:22:00,000","    75855000","-116,7","   7,7","-136,2","-107,9","19",
"2020-12-05  17:22:00,000","    75860000","-114,9","   4,2","-122,5","-110,0","19",
"2020-12-05  17:22:00,000","    75865000","-115,7","   6,4","-134,0","-107,1","19",
"2020-12-05  17:22:00,000","    75870000","-113,9","   4,4","-119,9","-105,5","19",
"2020-12-05  17:22:00,000","    75875000","-114,2","   5,8","-129,5","-106,9","19",
"2020-12-05  17:22:00,000","    75880000","-116,6","   7,5","-132,6","-107,5","19",
"2020-12-05  17:22:00,000","    75885000","-116,1","   4,8","-124,0","-109,4","19",
"2020-12-05  17:22:00,000","    75890000","-115,5","   5,0","-127,8","-105,9","19",
"2020-12-05  17:22:00,000","    75895000","-115,7","   6,7","-133,2","-106,1","19",
"2020-12-05  17:22:00,000","    75900000","-112,4","   4,6","-125,1","-106,3","19",
"2020-12-05  17:22:00,000","    75905000","-113,4","   7,2","-134,9","-106,5","19",
"2020-12-05  17:22:00,000","    75910000","-115,3","   6,8","-131,7","-105,0","19",
"2020-12-05  17:22:00,000","    75915000","-116,6","   6,3","-129,8","-107,4","19",
"2020-12-05  17:22:00,000","    75920000","-114,9","   5,6","-125,5","-107,1","19",
"2020-12-05  17:22:00,000","    75925000","-113,7","   6,3","-125,6","-103,5","19",
"2020-12-05  17:22:00,000","    75930000","-113,0","   5,3","-122,7","-106,8","19",
"2020-12-05  17:22:00,000","    75935000","-114,6","   7,7","-142,6","-105,9","19",
"2020-12-05  17:22:00,000","    75940000","-114,6","   5,9","-127,0","-104,3","19",
"2020-12-05  17:22:00,000","    75945000","-114,7","   7,3","-137,0","-105,5","19",
"2020-12-05  17:22:00,000","    75950000","-115,1","   6,9","-132,6","-105,0","19",
"2020-12-05  17:22:00,000","    75955000","-114,8","   7,5","-138,1","-107,7","19",
"2020-12-05  17:22:00,000","    75960000","-113,6","   4,8","-126,7","-107,5","19",
"2020-12-05  17:22:00,000","    75965000","-115,0","   6,8","-132,2","-108,2","19",
"2020-12-05  17:22:00,000","    75970000","-115,0","   5,1","-123,1","-107,5","19",
"2020-12-05  17:22:00,000","    75975000","-113,7","   5,2","-126,7","-108,2","19",
"2020-12-05  17:22:00,000","    75980000","-113,8","   4,9","-125,1","-104,7","19",
"2020-12-05  17:22:00,000","    75985000","-116,4","   6,9","-128,2","-103,9","19",
"2020-12-05  17:22:00,000","    75990000","-115,4","   9,2","-140,7","-104,0","19",
"2020-12-05  17:22:00,000","    75995000","-113,9","   5,8","-129,0","-104,8","19",
"2020-12-05  17:22:00,000","    76000000","-114,6","   5,6","-129,4","-107,2","19",
"2020-12-05  17:23:00,000","    74000000","-114,9","   5,2","-126,6","-106,5","19",
"2020-12-05  17:23:00,000","    74005000","-114,2","   4,1","-122,5","-106,7","19",
"2020-12-05  17:23:00,000","    74010000","-112,9","   3,9","-120,8","-106,3","19",
"2020-12-05  17:23:00,000","    74015000","-113,9","   5,1","-122,7","-105,8","19",
"2020-12-05  17:23:00,000","    74020000","-112,8","   4,2","-120,6","-105,3","19",
"2020-12-05  17:23:00,000","    74025000","-113,9","   8,8","-137,3","-102,9","19",
"2020-12-05  17:23:00,000","    74030000","-111,3","   4,0","-119,9","-104,3","19",
"2020-12-05  17:23:00,000","    74035000","-113,0","   5,0","-121,7","-104,9","19",
"2020-12-05  17:23:00,000","    74040000","-113,6","   5,5","-120,6","-104,3","19",
"2020-12-05  17:23:00,000","    74045000","-111,7","   4,8","-120,1","-105,0","19",
"2020-12-05  17:23:00,000","    74050000","-111,8","   4,3","-122,4","-104,7","19",
"2020-12-05  17:23:00,000","    74055000","-114,5","   6,6","-133,2","-107,0","19",
"2020-12-05  17:23:00,000","    74060000","-113,6","   7,0","-134,8","-105,7","19",
"2020-12-05  17:23:00,000","    74065000","-111,5","   4,1","-121,0","-105,3","19",
"2020-12-05  17:23:00,000","    74070000","-112,3","   4,9","-121,5","-105,6","19",
"2020-12-05  17:23:00,000","    74075000","-111,9","   5,5","-123,2","-104,3","19",
"2020-12-05  17:23:00,000","    74080000","-113,4","   6,6","-132,6","-105,8","19",
"2020-12-05  17:23:00,000","    74085000","-113,8","   5,5","-128,5","-106,4","19",
"2020-12-05  17:23:00,000","    74090000","-113,6","   6,8","-131,0","-105,4","19",
"2020-12-05  17:23:00,000","    74095000","-110,6","   3,9","-121,1","-105,0","19",
"2020-12-05  17:23:00,000","    74100000","-110,4","   3,3","-116,4","-104,6","19",
"2020-12-05  17:23:00,000","    74105000","-112,0","   4,3","-121,5","-104,7","19",
"2020-12-05  17:23:00,000","    74110000","-113,0","   5,3","-131,1","-105,5","19",
"2020-12-05  17:23:00,000","    74115000","-113,6","   6,1","-128,9","-106,0","19",
"2020-12-05  17:23:00,000","    74120000","-113,5","   5,1","-125,5","-106,9","19",
"2020-12-05  17:23:00,000","    74125000","-112,0","   3,7","-119,1","-107,8","19",
"2020-12-05  17:23:00,000","    74130000","-111,2","   4,0","-120,9","-104,9","19",
"2020-12-05  17:23:00,000","    74135000","-112,4","   5,0","-122,1","-102,7","19",
"2020-12-05  17:23:00,000","    74140000","-111,3","   3,8","-121,2","-105,7","19",
"2020-12-05  17:23:00,000","    74145000","-112,9","   4,3","-120,4","-105,7","19",
"2020-12-05  17:23:00,000","    74150000","-114,9","   4,5","-123,9","-107,9","19",
"2020-12-05  17:23:00,000","    74155000","-114,5","   4,4","-122,9","-106,9","19",
"2020-12-05  17:23:00,000","    74160000","-112,7","   5,7","-122,8","-104,0","19",
"2020-12-05  17:23:00,000","    74165000","-112,0","   5,2","-122,8","-103,2","19",
"2020-12-05  17:23:00,000","    74170000","-112,4","   4,0","-118,5","-103,7","19",
"2020-12-05  17:23:00,000","    74175000","-112,5","   5,0","-125,9","-103,9","19",
"2020-12-05  17:23:00,000","    74180000","-112,1","   4,7","-119,4","-104,1","19",
"2020-12-05  17:23:00,000","    74185000","-111,8","   4,4","-119,6","-105,3","19",
"2020-12-05  17:23:00,000","    74190000","-113,5","   6,3","-127,3","-106,2","19",
"2020-12-05  17:23:00,000","    74195000","-111,9","   5,3","-128,0","-104,9","19",
"2020-12-05  17:23:00,000","    74200000","-111,8","   5,2","-124,8","-105,5","19",
"2020-12-05  17:23:00,000","    74205000","-113,1","   4,6","-122,9","-107,4","19",
"2020-12-05  17:23:00,000","    74210000","-111,6","   5,0","-125,4","-105,6","19",
"2020-12-05  17:23:00,000","    74215000","-112,7","   6,1","-123,5","-103,3","19",
"2020-12-05  17:23:00,000","    74220000","-113,8","   6,1","-126,4","-102,7","19",
"2020-12-05  17:23:00,000","    74225000","-113,7","   5,3","-125,2","-104,2","19",
"2020-12-05  17:23:00,000","    74230000","-115,1","   6,2","-129,9","-104,6","19",
"2020-12-05  17:23:00,000","    74235000","-114,9","   8,0","-143,6","-105,8","19",
"2020-12-05  17:23:00,000","    74240000","-112,0","   5,5","-125,1","-105,6","19",
"2020-12-05  17:23:00,000","    74245000","-112,0","   5,7","-124,6","-104,3","19",
"2020-12-05  17:23:00,000","    74250000","-110,9","   3,6","-118,8","-105,7","19",
"2020-12-05  17:23:00,000","    74255000","-111,9","   3,9","-120,2","-105,0","19",
"2020-12-05  17:23:00,000","    74260000","-112,3","   5,5","-126,7","-104,7","19",
"2020-12-05  17:23:00,000","    74265000","-110,9","   3,5","-118,3","-104,8","19",
"2020-12-05  17:23:00,000","    74270000","-113,5","   4,7","-124,9","-106,7","19",
"2020-12-05  17:23:00,000","    74275000","-114,9","   5,5","-125,1","-106,5","19",
"2020-12-05  17:23:00,000","    74280000","-113,6","   5,5","-125,5","-105,3","19",
"2020-12-05  17:23:00,000","    74285000","-112,4","   5,6","-126,1","-103,5","19",
"2020-12-05  17:23:00,000","    74290000","-113,0","   7,1","-136,6","-102,4","19",
"2020-12-05  17:23:00,000","    74295000","-112,3","   5,0","-123,5","-104,7","19",
"2020-12-05  17:23:00,000","    74300000","-113,9","   4,7","-120,7","-104,5","19",
"2020-12-05  17:23:00,000","    74305000","-112,8","   4,6","-123,5","-103,8","19",
"2020-12-05  17:23:00,000","    74310000","-111,4","   5,3","-122,5","-104,1","19",
"2020-12-05  17:23:00,000","    74315000","-112,2","   5,7","-130,6","-105,6","19",
"2020-12-05  17:23:00,000","    74320000","-111,8","   5,2","-125,3","-103,5","19",
"2020-12-05  17:23:00,000","    74325000","-110,9","   4,5","-124,7","-104,3","19",
"2020-12-05  17:23:00,000","    74330000","-111,3","   5,1","-125,9","-105,6","19",
"2020-12-05  17:23:00,000","    74335000","-111,7","   4,8","-126,6","-104,5","19",
"2020-12-05  17:23:00,000","    74340000","-111,4","   4,3","-127,1","-107,9","19",
"2020-12-05  17:23:00,000","    74345000","-111,8","   5,5","-129,6","-107,5","19",
"2020-12-05  17:23:00,000","    74350000","-112,9","   5,4","-125,1","-106,0","19",
"2020-12-05  17:23:00,000","    74355000","-112,7","   5,0","-124,5","-107,0","19",
"2020-12-05  17:23:00,000","    74360000","-112,7","   6,0","-132,5","-106,8","19",
"2020-12-05  17:23:00,000","    74365000","-113,7","   9,7","-143,9","-106,4","19",
"2020-12-05  17:23:00,000","    74370000","-112,3","   5,6","-127,4","-106,1","19",
"2020-12-05  17:23:00,000","    74375000","-113,6","   6,2","-126,7","-105,0","19",
"2020-12-05  17:23:00,000","    74380000","-113,0","   4,8","-122,7","-105,7","19",
"2020-12-05  17:23:00,000","    74385000","-114,1","   6,0","-125,9","-104,9","19",
"2020-12-05  17:23:00,000","    74390000","-114,1","   6,6","-132,0","-107,6","19",
"2020-12-05  17:23:00,000","    74395000","-112,9","   5,1","-125,4","-106,1","19",
"2020-12-05  17:23:00,000","    74400000","-112,2","   4,2","-118,0","-105,3","19",
"2020-12-05  17:23:00,000","    74405000","-114,1","   5,7","-124,9","-105,9","19",
"2020-12-05  17:23:00,000","    74410000","-113,2","   4,9","-125,8","-104,6","19",
"2020-12-05  17:23:00,000","    74415000","-111,1","   4,7","-122,8","-105,0","19",
"2020-12-05  17:23:00,000","    74420000","-111,4","   4,6","-123,1","-103,8","19",
"2020-12-05  17:23:00,000","    74425000","-112,4","   7,6","-137,1","-103,9","19",
"2020-12-05  17:23:00,000","    74430000","-111,3","   4,7","-122,9","-104,8","19",
"2020-12-05  17:23:00,000","    74435000","-114,3","   5,3","-127,1","-105,5","19",
"2020-12-05  17:23:00,000","    74440000","-114,2","   5,2","-126,9","-107,6","19",
"2020-12-05  17:23:00,000","    74445000","-113,5","   5,1","-123,5","-104,7","19",
"2020-12-05  17:23:00,000","    74450000","-113,9","   5,2","-127,2","-106,8","19",
"2020-12-05  17:23:00,000","    74455000","-113,8","   5,2","-124,8","-104,8","19",
"2020-12-05  17:23:00,000","    74460000","-113,3","   6,0","-129,4","-104,5","19",
"2020-12-05  17:23:00,000","    74465000","-112,3","   3,6","-118,9","-105,1","19",
"2020-12-05  17:23:00,000","    74470000","-113,1","   5,0","-123,2","-104,3","19",
"2020-12-05  17:23:00,000","    74475000","-112,6","   6,8","-136,9","-105,1","19",
"2020-12-05  17:23:00,000","    74480000","-113,9","   5,0","-124,2","-104,3","19",
"2020-12-05  17:23:00,000","    74485000","-115,9","   5,3","-125,1","-104,2","19",
"2020-12-05  17:23:00,000","    74490000","-113,1","   4,2","-121,3","-106,5","19",
"2020-12-05  17:23:00,000","    74495000","-112,9","   6,1","-129,4","-103,8","19",
"2020-12-05  17:23:00,000","    74500000","-113,8","   5,3","-126,9","-105,2","19",
"2020-12-05  17:23:00,000","    74505000","-114,7","   5,0","-124,4","-105,0","19",
"2020-12-05  17:23:00,000","    74510000","-114,9","   6,6","-137,7","-107,2","19",
"2020-12-05  17:23:00,000","    74515000","-114,2","   4,4","-123,8","-106,4","19",
"2020-12-05  17:23:00,000","    74520000","-114,2","   4,7","-122,8","-106,3","19",
"2020-12-05  17:23:00,000","    74525000","-113,2","   5,3","-123,5","-107,4","19",
"2020-12-05  17:23:00,000","    74530000","-112,7","   3,6","-120,8","-106,6","19",
"2020-12-05  17:23:00,000","    74535000","-112,0","   3,5","-118,8","-107,4","19",
"2020-12-05  17:23:00,000","    74540000","-112,9","   4,3","-119,2","-106,6","19",
"2020-12-05  17:23:00,000","    74545000","-113,1","   7,5","-137,6","-106,7","19",
"2020-12-05  17:23:00,000","    74550000","-113,5","   6,6","-133,1","-105,9","19",
"2020-12-05  17:23:00,000","    74555000","-112,4","   5,0","-123,2","-104,8","19",
"2020-12-05  17:23:00,000","    74560000","-112,4","   5,2","-124,2","-105,2","19",
"2020-12-05  17:23:00,000","    74565000","-112,4","   4,9","-123,1","-106,2","19",
"2020-12-05  17:23:00,000","    74570000","-111,8","   4,7","-120,9","-104,5","19",
"2020-12-05  17:23:00,000","    74575000","-112,1","   5,5","-122,6","-102,9","19",
"2020-12-05  17:23:00,000","    74580000","-113,4","   6,0","-126,9","-102,6","19",
"2020-12-05  17:23:00,000","    74585000","-112,9","   5,1","-123,3","-104,2","19",
"2020-12-05  17:23:00,000","    74590000","-111,5","   4,2","-117,2","-105,4","19",
"2020-12-05  17:23:00,000","    74595000","-113,8","   6,6","-129,3","-105,6","19",
"2020-12-05  17:23:00,000","    74600000","-112,4","   5,2","-121,6","-104,8","19",
"2020-12-05  17:23:00,000","    74605000","-112,6","   6,7","-128,5","-104,1","19",
"2020-12-05  17:23:00,000","    74610000","-112,7","   6,2","-135,4","-107,2","19",
"2020-12-05  17:23:00,000","    74615000","-114,5","   7,3","-131,1","-104,9","19",
"2020-12-05  17:23:00,000","    74620000","-112,6","   4,7","-121,6","-105,0","19",
"2020-12-05  17:23:00,000","    74625000","-113,7","   6,0","-128,9","-104,4","19",
"2020-12-05  17:23:00,000","    74630000","-111,2","   3,0","-115,4","-104,8","19",
"2020-12-05  17:23:00,000","    74635000","-113,0","   5,2","-124,0","-104,5","19",
"2020-12-05  17:23:00,000","    74640000","-112,0","   4,6","-124,7","-106,0","19",
"2020-12-05  17:23:00,000","    74645000","-114,2","   5,1","-123,7","-108,3","19",
"2020-12-05  17:23:00,000","    74650000","-116,5","   6,7","-135,9","-108,2","19",
"2020-12-05  17:23:00,000","    74655000","-115,1","   5,7","-130,2","-105,0","19",
"2020-12-05  17:23:00,000","    74660000","-115,0","   6,0","-127,9","-106,2","19",
"2020-12-05  17:23:00,000","    74665000","-114,2","   5,2","-125,7","-107,3","19",
"2020-12-05  17:23:00,000","    74670000","-113,7","   3,2","-121,0","-110,0","19",
"2020-12-05  17:23:00,000","    74675000","-115,9","   6,8","-132,4","-106,7","19",
"2020-12-05  17:23:00,000","    74680000","-114,1","   4,8","-122,7","-104,3","19",
"2020-12-05  17:23:00,000","    74685000","-113,7","   5,5","-127,1","-105,0","19",
"2020-12-05  17:23:00,000","    74690000","-111,6","   4,8","-123,1","-104,0","19",
"2020-12-05  17:23:00,000","    74695000","-112,7","   4,4","-122,0","-105,1","19",
"2020-12-05  17:23:00,000","    74700000","-112,7","   4,0","-122,8","-107,9","19",
"2020-12-05  17:23:00,000","    74705000","-112,8","   4,0","-119,0","-104,5","19",
"2020-12-05  17:23:00,000","    74710000","-114,0","   4,9","-123,2","-107,6","19",
"2020-12-05  17:23:00,000","    74715000","-115,1","   7,9","-136,8","-105,6","19",
"2020-12-05  17:23:00,000","    74720000","-117,4","   7,8","-139,9","-106,6","19",
"2020-12-05  17:23:00,000","    74725000","-115,3","   5,4","-126,8","-106,3","19",
"2020-12-05  17:23:00,000","    74730000","-113,9","   4,5","-122,0","-105,1","19",
"2020-12-05  17:23:00,000","    74735000","-115,4","   8,0","-137,6","-107,2","19",
"2020-12-05  17:23:00,000","    74740000","-114,2","   5,0","-127,8","-107,7","19",
"2020-12-05  17:23:00,000","    74745000","-113,8","   5,0","-122,6","-105,5","19",
"2020-12-05  17:23:00,000","    74750000","-115,3","   5,6","-123,9","-106,8","19",
"2020-12-05  17:23:00,000","    74755000","-114,3","   5,6","-123,6","-105,7","19",
"2020-12-05  17:23:00,000","    74760000","-113,7","   5,7","-124,5","-103,6","19",
"2020-12-05  17:23:00,000","    74765000","-113,3","   5,8","-126,5","-106,1","19",
"2020-12-05  17:23:00,000","    74770000","-113,5","   7,3","-136,9","-105,6","19",
"2020-12-05  17:23:00,000","    74775000","-114,8","   5,8","-131,0","-104,8","19",
"2020-12-05  17:23:00,000","    74780000","-114,9","   6,3","-135,2","-106,5","19",
"2020-12-05  17:23:00,000","    74785000","-112,2","   3,6","-120,0","-106,1","19",
"2020-12-05  17:23:00,000","    74790000","-112,1","   3,9","-120,3","-106,2","19",
"2020-12-05  17:23:00,000","    74795000","-114,4","   4,2","-124,4","-108,2","19",
"2020-12-05  17:23:00,000","    74800000","-115,4","   6,2","-134,1","-109,0","19",
"2020-12-05  17:23:00,000","    74805000","-115,2","   5,6","-124,2","-107,6","19",
"2020-12-05  17:23:00,000","    74810000","-113,6","   5,1","-126,1","-106,7","19",
"2020-12-05  17:23:00,000","    74815000","-113,5","   4,5","-121,2","-105,1","19",
"2020-12-05  17:23:00,000","    74820000","-116,5","   7,5","-134,1","-106,0","19",
"2020-12-05  17:23:00,000","    74825000","-113,5","   5,0","-125,3","-104,4","19",
"2020-12-05  17:23:00,000","    74830000","-112,7","   4,6","-121,8","-106,5","19",
"2020-12-05  17:23:00,000","    74835000","-113,0","   4,6","-122,4","-107,0","19",
"2020-12-05  17:23:00,000","    74840000","-112,9","   4,4","-122,0","-105,2","19",
"2020-12-05  17:23:00,000","    74845000","-112,5","   3,9","-120,7","-105,3","19",
"2020-12-05  17:23:00,000","    74850000","-113,6","   4,0","-122,2","-105,8","19",
"2020-12-05  17:23:00,000","    74855000","-113,2","   3,6","-121,1","-107,2","19",
"2020-12-05  17:23:00,000","    74860000","-114,1","   5,4","-125,4","-106,3","19",
"2020-12-05  17:23:00,000","    74865000","-114,3","   4,5","-122,5","-107,5","19",
"2020-12-05  17:23:00,000","    74870000","-113,9","   3,7","-123,8","-107,3","19",
"2020-12-05  17:23:00,000","    74875000","-113,1","   2,7","-117,7","-107,8","19",
"2020-12-05  17:23:00,000","    74880000","-114,1","   3,4","-124,7","-107,3","19",
"2020-12-05  17:23:00,000","    74885000","-116,2","   6,4","-135,5","-110,1","19",
"2020-12-05  17:23:00,000","    74890000","-113,1","   4,2","-119,7","-107,2","19",
"2020-12-05  17:23:00,000","    74895000","-111,3","   3,7","-119,1","-104,5","19",
"2020-12-05  17:23:00,000","    74900000","-111,9","   3,9","-120,1","-105,9","19",
"2020-12-05  17:23:00,000","    74905000","-113,3","   5,5","-124,4","-104,9","19",
"2020-12-05  17:23:00,000","    74910000","-113,0","   4,6","-122,6","-105,2","19",
"2020-12-05  17:23:00,000","    74915000","-114,3","   5,4","-125,4","-101,7","19",
"2020-12-05  17:23:00,000","    74920000","-115,1","   8,0","-141,5","-101,7","19",
"2020-12-05  17:23:00,000","    74925000","-112,7","   5,4","-121,3","-106,0","19",
"2020-12-05  17:23:00,000","    74930000","-112,9","   5,0","-121,3","-105,9","19",
"2020-12-05  17:23:00,000","    74935000","-115,0","   6,9","-131,5","-106,5","19",
"2020-12-05  17:23:00,000","    74940000","-114,9","   8,0","-140,0","-105,2","19",
"2020-12-05  17:23:00,000","    74945000","-115,5","   8,1","-140,0","-104,1","19",
"2020-12-05  17:23:00,000","    74950000","-115,7","   5,6","-124,9","-106,1","19",
"2020-12-05  17:23:00,000","    74955000","-114,5","   5,2","-126,3","-106,9","19",
"2020-12-05  17:23:00,000","    74960000","-112,5","   3,9","-119,3","-106,1","19",
