"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"17/12/2020  14:22:00,000","   192000000"," -98,2","   6,7","-111,6"," -86,0","34",
"17/12/2020  14:22:00,000","   193000000"," -96,6","   4,7","-109,1"," -87,1","34",
"17/12/2020  14:22:00,000","   194000000"," -95,5","   4,9","-110,0"," -88,4","34",
"17/12/2020  14:22:00,000","   195000000"," -94,9","   4,5","-103,8"," -87,6","34",
"17/12/2020  14:22:00,000","   196000000"," -95,5","   3,9","-103,9"," -89,6","34",
"17/12/2020  14:22:00,000","   197000000"," -95,8","   5,4","-110,0"," -87,5","34",
"17/12/2020  14:22:00,000","   198000000"," -94,1","   4,2","-103,1"," -85,1","34",
"17/12/2020  14:22:00,000","   199000000"," -94,7","   5,5","-105,6"," -86,2","34",
"17/12/2020  14:22:00,000","   200000000"," -95,8","   6,2","-118,4"," -87,8","34",
"17/12/2020  14:22:00,000","   201000000"," -94,7","   4,9","-103,8"," -86,6","34",
"17/12/2020  14:22:00,000","   202000000"," -93,8","   5,1","-106,8"," -84,4","34",
"17/12/2020  14:22:00,000","   203000000"," -94,5","   5,2","-108,6"," -85,0","34",
"17/12/2020  14:22:00,000","   204000000"," -95,0","   6,2","-114,0"," -87,2","34",
"17/12/2020  14:22:00,000","   205000000"," -93,7","   4,6","-101,2"," -85,7","34",
"17/12/2020  14:22:00,000","   206000000"," -94,5","   4,1","-103,8"," -88,1","34",
"17/12/2020  14:22:00,000","   207000000"," -95,3","   5,3","-112,6"," -86,8","34",
"17/12/2020  14:22:00,000","   208000000"," -94,5","   4,8","-104,6"," -86,3","34",
"17/12/2020  14:22:00,000","   209000000"," -94,2","   5,2","-107,7"," -86,1","34",
"17/12/2020  14:22:00,000","   210000000"," -94,8","   4,7","-104,9"," -87,2","34",
"17/12/2020  14:22:00,000","   211000000"," -96,2","   6,8","-118,2"," -87,1","34",
"17/12/2020  14:22:00,000","   212000000"," -95,8","   5,4","-113,3"," -88,7","34",
"17/12/2020  14:22:00,000","   213000000"," -95,0","   4,8","-105,4"," -87,8","34",
"17/12/2020  14:22:00,000","   214000000"," -96,0","   6,0","-109,6"," -85,9","34",
"17/12/2020  14:22:00,000","   215000000"," -95,6","   5,5","-112,0"," -87,0","34",
"17/12/2020  14:22:00,000","   216000000"," -94,3","   5,1","-108,7"," -85,1","34",
"17/12/2020  14:23:00,000","   174000000"," -97,5","   5,4","-107,0"," -87,6","34",
"17/12/2020  14:23:00,000","   175000000"," -96,0","   4,5","-109,0"," -87,3","34",
"17/12/2020  14:23:00,000","   176000000"," -95,7","   4,8","-110,5"," -88,0","34",
"17/12/2020  14:23:00,000","   177000000"," -94,9","   4,5","-108,7"," -87,5","34",
"17/12/2020  14:23:00,000","   178000000"," -96,4","   6,2","-113,7"," -87,1","34",
"17/12/2020  14:23:00,000","   179000000"," -97,4","   6,7","-116,5"," -88,1","34",
"17/12/2020  14:23:00,000","   180000000"," -97,0","   5,7","-118,3"," -87,3","34",
"17/12/2020  14:23:00,000","   181000000"," -97,6","   7,1","-122,5"," -89,5","34",
"17/12/2020  14:23:00,000","   182000000"," -95,2","   5,4","-110,0"," -85,2","34",
"17/12/2020  14:23:00,000","   183000000"," -95,7","   5,9","-108,9"," -85,2","34",
"17/12/2020  14:23:00,000","   184000000"," -95,7","   6,1","-118,5"," -88,1","34",
"17/12/2020  14:23:00,000","   185000000"," -96,0","   6,7","-121,7"," -87,9","34",
"17/12/2020  14:23:00,000","   186000000"," -95,2","   6,5","-111,2"," -86,7","34",
"17/12/2020  14:23:00,000","   187000000"," -94,1","   4,6","-104,8"," -87,2","34",
"17/12/2020  14:23:00,000","   188000000"," -95,1","   6,1","-112,6"," -87,1","34",
"17/12/2020  14:23:00,000","   189000000"," -94,6","   4,5","-104,4"," -85,9","34",
"17/12/2020  14:23:00,000","   190000000"," -95,8","   5,2","-114,2"," -87,9","34",
"17/12/2020  14:23:00,000","   191000000"," -96,1","   5,2","-107,0"," -88,9","34",
"17/12/2020  14:23:00,000","   192000000"," -96,0","   4,5","-106,8"," -89,4","34",
"17/12/2020  14:23:00,000","   193000000"," -97,9","   4,3","-105,7"," -90,0","34",
"17/12/2020  14:23:00,000","   194000000"," -96,9","   5,9","-107,5"," -87,0","34",
"17/12/2020  14:23:00,000","   195000000"," -95,1","   5,5","-115,0"," -86,6","34",
"17/12/2020  14:23:00,000","   196000000"," -95,4","   7,2","-114,4"," -86,8","34",
"17/12/2020  14:23:00,000","   197000000"," -95,5","   6,2","-113,5"," -88,2","34",
"17/12/2020  14:23:00,000","   198000000"," -95,7","   5,9","-116,0"," -88,5","34",
"17/12/2020  14:23:00,000","   199000000"," -95,6","   5,7","-114,1"," -87,4","34",
"17/12/2020  14:23:00,000","   200000000"," -96,1","   7,2","-119,5"," -84,6","34",
"17/12/2020  14:23:00,000","   201000000"," -95,1","   5,0","-103,0"," -84,8","34",
"17/12/2020  14:23:00,000","   202000000"," -95,5","   5,3","-112,8"," -87,5","34",
"17/12/2020  14:23:00,000","   203000000"," -94,4","   4,3","-103,9"," -85,7","34",
"17/12/2020  14:23:00,000","   204000000"," -92,8","   3,9"," -99,7"," -84,9","34",
"17/12/2020  14:23:00,000","   205000000"," -93,1","   4,4","-103,4"," -86,3","34",
"17/12/2020  14:23:00,000","   206000000"," -93,8","   6,6","-119,5"," -86,1","34",
"17/12/2020  14:23:00,000","   207000000"," -94,1","   5,6","-108,5"," -85,7","34",
"17/12/2020  14:23:00,000","   208000000"," -94,0","   4,4","-107,3"," -85,1","34",
"17/12/2020  14:23:00,000","   209000000"," -94,1","   4,8","-108,0"," -87,0","34",
"17/12/2020  14:23:00,000","   210000000"," -95,2","   4,0","-103,7"," -87,9","34",
"17/12/2020  14:23:00,000","   211000000"," -96,8","   6,8","-111,9"," -86,8","34",
"17/12/2020  14:23:00,000","   212000000"," -96,6","   5,2","-116,9"," -88,4","34",
"17/12/2020  14:23:00,000","   213000000"," -96,1","   5,1","-108,0"," -87,7","34",
"17/12/2020  14:23:00,000","   214000000"," -95,2","   5,2","-113,8"," -86,8","34",
"17/12/2020  14:23:00,000","   215000000"," -95,5","   6,5","-114,9"," -83,7","34",
"17/12/2020  14:23:00,000","   216000000"," -97,2","   8,9","-135,6"," -84,3","34",
"17/12/2020  14:24:00,000","   174000000"," -96,9","   7,4","-121,8"," -88,2","34",
"17/12/2020  14:24:00,000","   175000000"," -96,5","   6,4","-111,2"," -87,1","34",
"17/12/2020  14:24:00,000","   176000000"," -97,3","   6,0","-117,4"," -89,2","34",
"17/12/2020  14:24:00,000","   177000000"," -98,4","   6,0","-113,6"," -89,0","34",
"17/12/2020  14:24:00,000","   178000000"," -97,7","   5,9","-114,2"," -89,0","34",
"17/12/2020  14:24:00,000","   179000000"," -95,5","   4,8","-105,0"," -87,3","34",
"17/12/2020  14:24:00,000","   180000000"," -97,5","   7,2","-118,1"," -87,2","34",
"17/12/2020  14:24:00,000","   181000000"," -96,9","   5,7","-108,0"," -85,4","34",
"17/12/2020  14:24:00,000","   182000000"," -95,8","   6,8","-114,4"," -86,0","34",
"17/12/2020  14:24:00,000","   183000000"," -94,5","   5,6","-108,2"," -87,1","34",
"17/12/2020  14:24:00,000","   184000000"," -94,2","   4,8","-109,7"," -87,9","34",
"17/12/2020  14:24:00,000","   185000000"," -94,7","   4,7","-104,2"," -86,3","34",
"17/12/2020  14:24:00,000","   186000000"," -94,3","   5,1","-108,2"," -87,4","34",
"17/12/2020  14:24:00,000","   187000000"," -94,8","   6,5","-114,2"," -86,5","34",
"17/12/2020  14:24:00,000","   188000000"," -96,3","   6,5","-108,6"," -83,3","34",
"17/12/2020  14:24:00,000","   189000000"," -95,0","   5,4","-111,3"," -84,8","34",
"17/12/2020  14:24:00,000","   190000000"," -95,9","   5,9","-112,3"," -87,2","34",
"17/12/2020  14:24:00,000","   191000000"," -96,6","   6,1","-112,6"," -87,3","34",
"17/12/2020  14:24:00,000","   192000000"," -96,1","   5,5","-111,3"," -86,7","34",
"17/12/2020  14:24:00,000","   193000000"," -95,9","   4,0","-104,3"," -88,5","34",
"17/12/2020  14:24:00,000","   194000000"," -95,4","   4,5","-106,7"," -88,6","34",
"17/12/2020  14:24:00,000","   195000000"," -95,3","   4,5","-105,9"," -88,2","34",
"17/12/2020  14:24:00,000","   196000000"," -94,9","   4,4","-106,8"," -86,9","34",
"17/12/2020  14:24:00,000","   197000000"," -94,6","   5,4","-112,6"," -86,6","34",
"17/12/2020  14:24:00,000","   198000000"," -94,9","   4,8","-106,5"," -87,0","34",
"17/12/2020  14:24:00,000","   199000000"," -95,2","   5,8","-110,6"," -84,5","34",
"17/12/2020  14:24:00,000","   200000000"," -96,1","   8,0","-117,9"," -85,7","34",
"17/12/2020  14:24:00,000","   201000000"," -94,9","   5,8","-111,6"," -86,3","34",
"17/12/2020  14:24:00,000","   202000000"," -94,7","   5,1","-107,3"," -84,5","34",
"17/12/2020  14:24:00,000","   203000000"," -94,6","   6,1","-111,7"," -85,4","34",
"17/12/2020  14:24:00,000","   204000000"," -94,5","   5,8","-109,5"," -86,9","34",
"17/12/2020  14:24:00,000","   205000000"," -96,5","   7,8","-125,8"," -85,3","34",
"17/12/2020  14:24:00,000","   206000000"," -94,1","   4,6","-105,1"," -86,8","34",
"17/12/2020  14:24:00,000","   207000000"," -94,4","   5,0","-109,9"," -87,1","34",
"17/12/2020  14:24:00,000","   208000000"," -94,1","   3,9","-108,5"," -88,4","34",
"17/12/2020  14:24:00,000","   209000000"," -95,7","   5,4","-115,3"," -87,5","34",
"17/12/2020  14:24:00,000","   210000000"," -95,4","   5,0","-109,3"," -87,6","34",
"17/12/2020  14:24:00,000","   211000000"," -95,2","   6,0","-111,3"," -85,7","34",
"17/12/2020  14:24:00,000","   212000000"," -96,2","   5,5","-110,7"," -85,7","34",
"17/12/2020  14:24:00,000","   213000000"," -95,7","   5,5","-107,1"," -86,7","34",
"17/12/2020  14:24:00,000","   214000000"," -96,1","   5,4","-108,5"," -87,4","34",
"17/12/2020  14:24:00,000","   215000000"," -95,3","   5,1","-111,5"," -88,9","34",
"17/12/2020  14:24:00,000","   216000000"," -95,9","   5,4","-114,2"," -88,6","34",
"17/12/2020  14:25:00,000","   174000000"," -96,7","   5,5","-108,9"," -89,3","34",
"17/12/2020  14:25:00,000","   175000000"," -97,6","   7,2","-121,3"," -88,3","34",
"17/12/2020  14:25:00,000","   176000000"," -96,4","   4,4","-108,7"," -87,9","34",
"17/12/2020  14:25:00,000","   177000000"," -97,1","   4,8","-108,5"," -88,3","34",
"17/12/2020  14:25:00,000","   178000000"," -97,0","   5,1","-110,6"," -89,5","34",
"17/12/2020  14:25:00,000","   179000000"," -96,4","   4,8","-107,6"," -90,8","34",
"17/12/2020  14:25:00,000","   180000000"," -95,3","   4,8","-106,3"," -87,8","34",
"17/12/2020  14:25:00,000","   181000000"," -95,1","   5,1","-111,7"," -89,4","34",
"17/12/2020  14:25:00,000","   182000000"," -96,2","   4,9","-107,7"," -89,2","34",
"17/12/2020  14:25:00,000","   183000000"," -97,1","   6,4","-110,4"," -85,5","34",
"17/12/2020  14:25:00,000","   184000000"," -94,9","   4,9","-109,9"," -85,4","34",
"17/12/2020  14:25:00,000","   185000000"," -95,0","   4,5","-104,3"," -86,4","34",
"17/12/2020  14:25:00,000","   186000000"," -96,0","   5,5","-114,6"," -86,6","34",
"17/12/2020  14:25:00,000","   187000000"," -94,7","   4,4","-108,5"," -88,9","34",
"17/12/2020  14:25:00,000","   188000000"," -94,0","   3,4","-102,4"," -88,7","34",
"17/12/2020  14:25:00,000","   189000000"," -96,1","   5,4","-110,0"," -86,5","34",
"17/12/2020  14:25:00,000","   190000000"," -95,9","   5,3","-112,8"," -87,1","34",
"17/12/2020  14:25:00,000","   191000000"," -96,3","   5,1","-109,3"," -87,9","34",
"17/12/2020  14:25:00,000","   192000000"," -97,3","   5,8","-120,3"," -89,4","34",
"17/12/2020  14:25:00,000","   193000000"," -96,7","   3,4","-106,8"," -91,0","34",
"17/12/2020  14:25:00,000","   194000000"," -97,3","   5,7","-112,2"," -89,8","34",
"17/12/2020  14:25:00,000","   195000000"," -98,3","   6,3","-122,3"," -88,7","34",
"17/12/2020  14:25:00,000","   196000000"," -96,3","   3,8","-104,3"," -89,6","34",
"17/12/2020  14:25:00,000","   197000000"," -97,4","   6,2","-116,4"," -87,8","34",
"17/12/2020  14:25:00,000","   198000000"," -96,2","   5,8","-109,4"," -87,9","34",
"17/12/2020  14:25:00,000","   199000000"," -95,9","   5,1","-107,5"," -87,7","34",
"17/12/2020  14:25:00,000","   200000000"," -95,7","   5,0","-108,5"," -87,2","34",
"17/12/2020  14:25:00,000","   201000000"," -95,6","   5,9","-112,6"," -86,9","34",
"17/12/2020  14:25:00,000","   202000000"," -94,8","   7,3","-114,9"," -85,6","34",
"17/12/2020  14:25:00,000","   203000000"," -94,1","   7,5","-115,2"," -86,4","34",
"17/12/2020  14:25:00,000","   204000000"," -95,1","   8,5","-123,8"," -85,7","34",
"17/12/2020  14:25:00,000","   205000000"," -92,6","   4,3","-101,7"," -85,1","34",
"17/12/2020  14:25:00,000","   206000000"," -93,8","   6,2","-114,2"," -84,1","34",
"17/12/2020  14:25:00,000","   207000000"," -95,3","   6,5","-119,2"," -84,0","34",
"17/12/2020  14:25:00,000","   208000000"," -95,3","   4,8","-109,3"," -85,3","34",
"17/12/2020  14:25:00,000","   209000000"," -95,5","   6,8","-114,7"," -84,6","34",
"17/12/2020  14:25:00,000","   210000000"," -96,3","   7,7","-115,1"," -85,1","34",
"17/12/2020  14:25:00,000","   211000000"," -96,3","   6,4","-113,0"," -86,7","34",
"17/12/2020  14:25:00,000","   212000000"," -96,6","   4,7","-107,0"," -88,2","34",
"17/12/2020  14:25:00,000","   213000000"," -97,7","   6,7","-114,1"," -88,5","34",
"17/12/2020  14:25:00,000","   214000000"," -96,1","   5,8","-112,9"," -87,5","34",
"17/12/2020  14:25:00,000","   215000000"," -95,7","   5,6","-109,3"," -85,9","34",
"17/12/2020  14:25:00,000","   216000000"," -94,6","   4,6","-104,0"," -85,4","34",
"17/12/2020  14:26:00,000","   174000000"," -97,3","   5,9","-110,9"," -87,2","34",
"17/12/2020  14:26:00,000","   175000000"," -97,1","   4,8","-106,4"," -88,4","34",
"17/12/2020  14:26:00,000","   176000000"," -96,9","   4,7","-108,0"," -89,7","34",
"17/12/2020  14:26:00,000","   177000000"," -96,0","   4,3","-107,9"," -90,1","34",
"17/12/2020  14:26:00,000","   178000000"," -95,3","   3,6","-105,1"," -90,4","34",
"17/12/2020  14:26:00,000","   179000000"," -97,5","   5,5","-111,4"," -90,4","34",
"17/12/2020  14:26:00,000","   180000000"," -97,8","   6,1","-116,2"," -84,6","34",
"17/12/2020  14:26:00,000","   181000000"," -96,4","   5,7","-114,6"," -84,0","34",
"17/12/2020  14:26:00,000","   182000000"," -95,4","   5,2","-112,8"," -85,3","34",
"17/12/2020  14:26:00,000","   183000000"," -93,9","   4,3","-107,8"," -84,2","34",
"17/12/2020  14:26:00,000","   184000000"," -95,8","   6,6","-112,4"," -86,0","34",
"17/12/2020  14:26:00,000","   185000000"," -95,8","   5,8","-110,0"," -85,8","34",
"17/12/2020  14:26:00,000","   186000000"," -95,8","   5,4","-107,7"," -87,3","34",
"17/12/2020  14:26:00,000","   187000000"," -97,2","   5,1","-108,5"," -88,3","34",
"17/12/2020  14:26:00,000","   188000000"," -95,8","   4,9","-106,6"," -88,1","34",
"17/12/2020  14:26:00,000","   189000000"," -96,3","   5,2","-112,1"," -87,7","34",
"17/12/2020  14:26:00,000","   190000000"," -95,7","   4,8","-110,0"," -87,3","34",
"17/12/2020  14:26:00,000","   191000000"," -95,8","   6,2","-122,0"," -87,5","34",
"17/12/2020  14:26:00,000","   192000000"," -95,0","   3,7","-105,3"," -88,8","34",
"17/12/2020  14:26:00,000","   193000000"," -96,1","   4,2","-104,2"," -88,5","34",
"17/12/2020  14:26:00,000","   194000000"," -96,5","   5,2","-115,0"," -87,8","34",
"17/12/2020  14:26:00,000","   195000000"," -97,1","   5,6","-112,6"," -89,4","34",
"17/12/2020  14:26:00,000","   196000000"," -98,0","   7,0","-117,6"," -88,4","34",
"17/12/2020  14:26:00,000","   197000000"," -97,8","   7,3","-120,5"," -86,8","34",
"17/12/2020  14:26:00,000","   198000000"," -96,5","   5,8","-107,3"," -84,7","34",
"17/12/2020  14:26:00,000","   199000000"," -96,7","   6,9","-116,4"," -85,9","34",
"17/12/2020  14:26:00,000","   200000000"," -96,7","   7,2","-118,0"," -88,4","34",
"17/12/2020  14:26:00,000","   201000000"," -97,1","   6,4","-113,0"," -87,7","34",
"17/12/2020  14:26:00,000","   202000000"," -94,8","   4,8","-106,7"," -87,4","34",
"17/12/2020  14:26:00,000","   203000000"," -94,2","   4,2","-105,7"," -88,1","34",
"17/12/2020  14:26:00,000","   204000000"," -95,9","   6,4","-114,5"," -87,1","34",
"17/12/2020  14:26:00,000","   205000000"," -94,1","   5,7","-115,0"," -86,3","34",
"17/12/2020  14:26:00,000","   206000000"," -94,3","   5,5","-105,7"," -82,2","34",
"17/12/2020  14:26:00,000","   207000000"," -94,9","   5,8","-107,0"," -80,5","34",
"17/12/2020  14:26:00,000","   208000000"," -94,8","   6,5","-108,9"," -80,9","34",
"17/12/2020  14:26:00,000","   209000000"," -94,4","   5,6","-108,9"," -81,9","34",
"17/12/2020  14:26:00,000","   210000000"," -94,1","   4,6","-104,3"," -83,3","34",
"17/12/2020  14:26:00,000","   211000000"," -94,0","   4,4","-102,0"," -86,7","34",
"17/12/2020  14:26:00,000","   212000000"," -97,6","   7,9","-117,7"," -88,2","34",
"17/12/2020  14:26:00,000","   213000000"," -96,9","   7,1","-112,8"," -86,5","34",
"17/12/2020  14:26:00,000","   214000000"," -96,1","   5,4","-110,3"," -84,5","34",
"17/12/2020  14:26:00,000","   215000000"," -96,0","   6,5","-111,8"," -86,0","34",
"17/12/2020  14:26:00,000","   216000000"," -95,1","   5,8","-109,3"," -85,8","34",
"17/12/2020  14:27:00,000","   174000000"," -95,5","   5,0","-110,1"," -87,6","33",
"17/12/2020  14:27:00,000","   175000000"," -95,5","   4,2","-107,2"," -88,0","33",
"17/12/2020  14:27:00,000","   176000000"," -95,7","   4,9","-105,5"," -86,9","33",
"17/12/2020  14:27:00,000","   177000000"," -94,9","   5,1","-113,2"," -87,3","33",
"17/12/2020  14:27:00,000","   178000000"," -94,7","   4,5","-104,4"," -87,7","33",
"17/12/2020  14:27:00,000","   179000000"," -96,1","   4,4","-107,2"," -90,0","33",
"17/12/2020  14:27:00,000","   180000000"," -96,8","   4,5","-105,4"," -89,6","33",
"17/12/2020  14:27:00,000","   181000000"," -96,7","   5,5","-111,7"," -84,9","33",
"17/12/2020  14:27:00,000","   182000000"," -96,3","   4,8","-109,8"," -84,2","33",
"17/12/2020  14:27:00,000","   183000000"," -96,2","   4,2","-108,1"," -89,1","33",
"17/12/2020  14:27:00,000","   184000000"," -95,7","   5,0","-107,0"," -88,5","33",
"17/12/2020  14:27:00,000","   185000000"," -95,9","   7,0","-119,5"," -86,8","33",
"17/12/2020  14:27:00,000","   186000000"," -96,2","   5,7","-113,9"," -86,2","33",
"17/12/2020  14:27:00,000","   187000000"," -96,9","   4,5","-105,4"," -87,6","33",
"17/12/2020  14:27:00,000","   188000000"," -96,6","   6,1","-116,0"," -87,9","33",
"17/12/2020  14:27:00,000","   189000000"," -96,3","   4,6","-107,6"," -89,4","33",
"17/12/2020  14:27:00,000","   190000000"," -97,0","   5,6","-109,5"," -89,1","33",
"17/12/2020  14:27:00,000","   191000000"," -96,0","   5,1","-106,5"," -87,6","33",
"17/12/2020  14:27:00,000","   192000000"," -96,7","   5,9","-110,7"," -88,5","33",
"17/12/2020  14:27:00,000","   193000000"," -96,1","   4,0","-107,3"," -90,7","33",
"17/12/2020  14:27:00,000","   194000000"," -96,6","   6,9","-129,1"," -88,8","33",
"17/12/2020  14:27:00,000","   195000000"," -94,5","   4,4","-105,2"," -87,9","33",
"17/12/2020  14:27:00,000","   196000000"," -94,7","   4,3","-104,7"," -87,0","33",
"17/12/2020  14:27:00,000","   197000000"," -94,0","   4,8","-106,6"," -86,6","33",
"17/12/2020  14:27:00,000","   198000000"," -95,4","   6,5","-119,7"," -87,0","33",
"17/12/2020  14:27:00,000","   199000000"," -96,5","   5,4","-114,6"," -90,3","33",
"17/12/2020  14:27:00,000","   200000000"," -96,0","   5,3","-106,9"," -86,9","33",
"17/12/2020  14:27:00,000","   201000000"," -95,6","   5,2","-106,6"," -86,4","33",
"17/12/2020  14:27:00,000","   202000000"," -94,6","   5,2","-108,0"," -84,5","33",
"17/12/2020  14:27:00,000","   203000000"," -94,5","   5,6","-113,4"," -85,2","33",
