"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"17/12/2020  14:45:00,000","   183000000"," -96,1","   5,5","-114,2"," -89,5","35",
"17/12/2020  14:45:00,000","   184000000"," -96,1","   4,9","-107,9"," -88,7","35",
"17/12/2020  14:45:00,000","   185000000"," -96,2","   5,1","-113,6"," -90,0","35",
"17/12/2020  14:45:00,000","   186000000"," -96,6","   4,9","-108,4"," -88,4","35",
"17/12/2020  14:45:00,000","   187000000"," -96,4","   6,9","-122,5"," -87,7","35",
"17/12/2020  14:45:00,000","   188000000"," -95,2","   5,0","-112,0"," -86,0","35",
"17/12/2020  14:45:00,000","   189000000"," -95,4","   4,9","-109,2"," -88,1","35",
"17/12/2020  14:45:00,000","   190000000"," -95,9","   4,1","-103,6"," -88,3","35",
"17/12/2020  14:45:00,000","   191000000"," -96,2","   4,8","-106,6"," -89,2","35",
"17/12/2020  14:45:00,000","   192000000"," -98,0","   7,5","-127,5"," -89,0","35",
"17/12/2020  14:45:00,000","   193000000"," -96,8","   5,7","-108,1"," -87,9","35",
"17/12/2020  14:45:00,000","   194000000"," -95,8","   5,6","-108,5"," -87,3","35",
"17/12/2020  14:45:00,000","   195000000"," -96,1","   5,2","-107,2"," -87,9","35",
"17/12/2020  14:45:00,000","   196000000"," -96,3","   4,9","-109,4"," -88,9","35",
"17/12/2020  14:45:00,000","   197000000"," -97,3","   5,1","-107,1"," -87,3","35",
"17/12/2020  14:45:00,000","   198000000"," -97,1","   5,8","-108,6"," -87,7","35",
"17/12/2020  14:45:00,000","   199000000"," -96,4","   6,1","-118,1"," -89,3","35",
"17/12/2020  14:45:00,000","   200000000"," -96,3","   5,5","-112,6"," -88,4","35",
"17/12/2020  14:45:00,000","   201000000"," -97,1","   6,3","-117,0"," -88,8","35",
"17/12/2020  14:45:00,000","   202000000"," -95,3","   5,2","-110,3"," -86,3","35",
"17/12/2020  14:45:00,000","   203000000"," -94,1","   4,6","-105,1"," -87,2","35",
"17/12/2020  14:45:00,000","   204000000"," -95,9","   7,8","-125,1"," -86,8","35",
"17/12/2020  14:45:00,000","   205000000"," -94,6","   6,9","-122,0"," -87,0","35",
"17/12/2020  14:45:00,000","   206000000"," -93,7","   5,4","-109,4"," -85,5","35",
"17/12/2020  14:45:00,000","   207000000"," -94,2","   5,1","-105,1"," -85,6","35",
"17/12/2020  14:45:00,000","   208000000"," -94,6","   5,1","-107,6"," -84,8","35",
"17/12/2020  14:45:00,000","   209000000"," -94,8","   5,5","-110,5"," -83,4","35",
"17/12/2020  14:45:00,000","   210000000"," -94,9","   6,7","-115,1"," -86,6","35",
"17/12/2020  14:45:00,000","   211000000"," -94,8","   5,7","-105,0"," -85,2","35",
"17/12/2020  14:45:00,000","   212000000"," -96,5","   6,0","-115,6"," -87,2","35",
"17/12/2020  14:45:00,000","   213000000"," -95,9","   5,5","-109,7"," -88,2","35",
"17/12/2020  14:45:00,000","   214000000"," -95,5","   5,4","-113,1"," -86,4","35",
"17/12/2020  14:45:00,000","   215000000"," -96,5","   5,3","-108,4"," -86,8","35",
"17/12/2020  14:45:00,000","   216000000"," -97,7","   5,5","-111,3"," -87,8","35",
"17/12/2020  14:46:00,000","   174000000"," -96,0","   4,4","-113,0"," -89,3","35",
"17/12/2020  14:46:00,000","   175000000"," -96,8","   4,7","-107,8"," -89,5","35",
"17/12/2020  14:46:00,000","   176000000"," -97,2","   6,2","-122,7"," -90,0","35",
"17/12/2020  14:46:00,000","   177000000"," -97,4","   6,0","-113,8"," -86,9","35",
"17/12/2020  14:46:00,000","   178000000"," -97,6","   6,0","-117,2"," -87,1","35",
"17/12/2020  14:46:00,000","   179000000"," -97,6","   7,0","-129,5"," -90,1","35",
"17/12/2020  14:46:00,000","   180000000"," -95,9","   4,2","-106,2"," -86,4","35",
"17/12/2020  14:46:00,000","   181000000"," -95,8","   4,8","-112,4"," -87,7","35",
"17/12/2020  14:46:00,000","   182000000"," -96,4","   4,6","-108,1"," -90,1","35",
"17/12/2020  14:46:00,000","   183000000"," -97,4","   5,7","-115,3"," -88,1","35",
"17/12/2020  14:46:00,000","   184000000"," -95,9","   4,8","-107,4"," -87,0","35",
"17/12/2020  14:46:00,000","   185000000"," -95,8","   7,8","-120,8"," -88,2","35",
"17/12/2020  14:46:00,000","   186000000"," -95,1","   5,5","-112,6"," -86,3","35",
"17/12/2020  14:46:00,000","   187000000"," -96,2","   8,4","-124,1"," -86,7","35",
"17/12/2020  14:46:00,000","   188000000"," -95,3","   6,1","-107,9"," -84,8","35",
"17/12/2020  14:46:00,000","   189000000"," -94,7","   6,0","-116,8"," -87,6","35",
"17/12/2020  14:46:00,000","   190000000"," -96,1","   4,8","-107,6"," -87,7","35",
"17/12/2020  14:46:00,000","   191000000"," -95,6","   5,0","-107,2"," -87,6","35",
"17/12/2020  14:46:00,000","   192000000"," -96,9","   4,8","-108,7"," -89,4","35",
"17/12/2020  14:46:00,000","   193000000"," -96,5","   4,9","-111,2"," -86,8","35",
"17/12/2020  14:46:00,000","   194000000"," -96,7","   5,8","-113,4"," -85,7","35",
"17/12/2020  14:46:00,000","   195000000"," -96,1","   5,2","-109,6"," -88,7","35",
"17/12/2020  14:46:00,000","   196000000"," -96,6","   5,5","-106,1"," -88,5","35",
"17/12/2020  14:46:00,000","   197000000"," -96,5","   5,7","-115,3"," -89,4","35",
"17/12/2020  14:46:00,000","   198000000"," -95,9","   4,5","-110,1"," -89,3","35",
"17/12/2020  14:46:00,000","   199000000"," -96,4","   6,3","-116,8"," -89,3","35",
"17/12/2020  14:46:00,000","   200000000"," -95,7","   5,1","-111,1"," -87,6","35",
"17/12/2020  14:46:00,000","   201000000"," -94,9","   5,1","-113,3"," -87,0","35",
"17/12/2020  14:46:00,000","   202000000"," -93,8","   3,7","-100,0"," -87,5","35",
"17/12/2020  14:46:00,000","   203000000"," -93,1","   4,1","-103,7"," -87,0","35",
"17/12/2020  14:46:00,000","   204000000"," -93,6","   5,3","-108,9"," -87,0","35",
"17/12/2020  14:46:00,000","   205000000"," -94,3","   5,8","-110,5"," -86,0","35",
"17/12/2020  14:46:00,000","   206000000"," -94,5","   4,7","-108,4"," -85,3","35",
"17/12/2020  14:46:00,000","   207000000"," -93,4","   5,0","-107,7"," -83,9","35",
"17/12/2020  14:46:00,000","   208000000"," -92,6","   4,5","-105,9"," -83,6","35",
"17/12/2020  14:46:00,000","   209000000"," -94,6","   5,6","-104,4"," -83,0","35",
"17/12/2020  14:46:00,000","   210000000"," -96,1","   6,1","-109,6"," -85,6","35",
"17/12/2020  14:46:00,000","   211000000"," -94,9","   5,3","-107,1"," -88,7","35",
"17/12/2020  14:46:00,000","   212000000"," -95,4","   6,4","-117,1"," -86,9","35",
"17/12/2020  14:46:00,000","   213000000"," -95,9","   4,7","-107,4"," -85,8","35",
"17/12/2020  14:46:00,000","   214000000"," -96,2","   5,2","-106,8"," -86,8","35",
"17/12/2020  14:46:00,000","   215000000"," -96,0","   5,8","-110,0"," -87,9","35",
"17/12/2020  14:46:00,000","   216000000"," -96,1","   5,9","-108,4"," -87,1","35",
"17/12/2020  14:47:00,000","   174000000"," -95,9","   4,1","-106,0"," -88,4","34",
"17/12/2020  14:47:00,000","   175000000"," -95,9","   4,2","-108,2"," -88,5","34",
"17/12/2020  14:47:00,000","   176000000"," -97,1","   5,2","-108,5"," -89,1","34",
"17/12/2020  14:47:00,000","   177000000"," -97,1","   5,2","-113,5"," -88,9","34",
"17/12/2020  14:47:00,000","   178000000"," -98,1","   5,1","-108,5"," -89,8","34",
"17/12/2020  14:47:00,000","   179000000"," -98,5","   8,2","-133,3"," -89,0","34",
"17/12/2020  14:47:00,000","   180000000"," -97,1","   6,4","-114,3"," -87,9","34",
"17/12/2020  14:47:00,000","   181000000"," -96,9","   4,8","-106,5"," -88,3","34",
"17/12/2020  14:47:00,000","   182000000"," -96,4","   5,3","-112,2"," -87,1","34",
"17/12/2020  14:47:00,000","   183000000"," -96,0","   4,8","-108,0"," -88,3","34",
"17/12/2020  14:47:00,000","   184000000"," -95,9","   4,8","-105,7"," -85,7","34",
"17/12/2020  14:47:00,000","   185000000"," -97,0","   5,2","-108,3"," -87,3","34",
"17/12/2020  14:47:00,000","   186000000"," -97,0","   5,3","-109,6"," -89,6","34",
"17/12/2020  14:47:00,000","   187000000"," -97,6","   5,6","-112,4"," -87,1","34",
"17/12/2020  14:47:00,000","   188000000"," -97,6","   5,6","-108,7"," -86,6","34",
"17/12/2020  14:47:00,000","   189000000"," -96,7","   6,7","-119,0"," -87,5","34",
"17/12/2020  14:47:00,000","   190000000"," -95,6","   5,1","-112,0"," -88,5","34",
"17/12/2020  14:47:00,000","   191000000"," -95,0","   3,9","-102,3"," -87,4","34",
"17/12/2020  14:47:00,000","   192000000"," -97,0","   6,8","-120,9"," -88,1","34",
"17/12/2020  14:47:00,000","   193000000"," -95,4","   5,5","-116,6"," -88,3","34",
"17/12/2020  14:47:00,000","   194000000"," -96,2","   6,1","-113,0"," -86,9","34",
"17/12/2020  14:47:00,000","   195000000"," -96,4","   6,1","-111,5"," -87,5","34",
"17/12/2020  14:47:00,000","   196000000"," -94,8","   4,9","-107,9"," -88,2","34",
"17/12/2020  14:47:00,000","   197000000"," -95,1","   5,1","-106,6"," -86,5","34",
"17/12/2020  14:47:00,000","   198000000"," -96,3","   5,3","-110,0"," -88,4","34",
"17/12/2020  14:47:00,000","   199000000"," -97,1","   4,9","-107,5"," -86,8","34",
"17/12/2020  14:47:00,000","   200000000"," -96,5","   4,8","-108,2"," -89,5","34",
"17/12/2020  14:47:00,000","   201000000"," -96,0","   4,6","-108,1"," -89,1","34",
"17/12/2020  14:47:00,000","   202000000"," -95,7","   4,9","-107,0"," -87,0","34",
"17/12/2020  14:47:00,000","   203000000"," -95,1","   4,7","-105,8"," -87,4","34",
"17/12/2020  14:47:00,000","   204000000"," -94,8","   4,1","-105,8"," -88,0","34",
"17/12/2020  14:47:00,000","   205000000"," -96,2","   3,8","-105,0"," -88,6","34",
"17/12/2020  14:47:00,000","   206000000"," -95,8","   6,5","-118,3"," -86,8","34",
"17/12/2020  14:47:00,000","   207000000"," -93,8","   4,9","-104,5"," -85,9","34",
"17/12/2020  14:47:00,000","   208000000"," -95,1","   6,0","-109,8"," -88,2","34",
"17/12/2020  14:47:00,000","   209000000"," -95,1","   4,9","-110,1"," -87,8","34",
"17/12/2020  14:47:00,000","   210000000"," -94,5","   5,6","-116,3"," -87,0","34",
"17/12/2020  14:47:00,000","   211000000"," -95,1","   6,1","-117,1"," -87,7","34",
"17/12/2020  14:47:00,000","   212000000"," -93,5","   4,3","-103,5"," -85,4","34",
"17/12/2020  14:47:00,000","   213000000"," -94,0","   6,4","-114,4"," -85,0","34",
"17/12/2020  14:47:00,000","   214000000"," -94,4","   5,0","-109,4"," -87,7","34",
"17/12/2020  14:47:00,000","   215000000"," -96,2","   5,9","-109,5"," -88,8","34",
"17/12/2020  14:47:00,000","   216000000"," -96,2","   6,5","-118,2"," -87,6","34",
"17/12/2020  14:48:00,000","   174000000"," -97,6","   6,4","-116,6"," -88,0","35",
"17/12/2020  14:48:00,000","   175000000"," -95,3","   3,2","-104,1"," -89,9","35",
"17/12/2020  14:48:00,000","   176000000"," -94,8","   3,1","-103,2"," -89,9","35",
"17/12/2020  14:48:00,000","   177000000"," -97,5","   5,8","-111,0"," -86,0","35",
"17/12/2020  14:48:00,000","   178000000"," -97,0","   4,9","-110,3"," -85,8","35",
"17/12/2020  14:48:00,000","   179000000"," -95,6","   4,1","-105,3"," -87,9","35",
"17/12/2020  14:48:00,000","   180000000"," -96,9","   5,6","-112,1"," -87,7","35",
"17/12/2020  14:48:00,000","   181000000"," -97,1","   5,0","-110,2"," -88,9","35",
"17/12/2020  14:48:00,000","   182000000"," -98,9","   8,2","-120,7"," -87,4","35",
"17/12/2020  14:48:00,000","   183000000"," -96,1","   7,0","-124,6"," -86,7","35",
"17/12/2020  14:48:00,000","   184000000"," -95,9","   7,1","-112,3"," -83,3","35",
"17/12/2020  14:48:00,000","   185000000"," -96,3","   7,4","-121,2"," -84,2","35",
"17/12/2020  14:48:00,000","   186000000"," -95,6","   5,4","-108,2"," -87,0","35",
"17/12/2020  14:48:00,000","   187000000"," -96,1","   5,7","-109,8"," -88,5","35",
"17/12/2020  14:48:00,000","   188000000"," -95,6","   4,7","-109,4"," -87,8","35",
"17/12/2020  14:48:00,000","   189000000"," -96,5","   5,8","-116,3"," -87,6","35",
"17/12/2020  14:48:00,000","   190000000"," -97,2","   6,9","-122,4"," -87,0","35",
"17/12/2020  14:48:00,000","   191000000"," -97,2","   5,2","-110,3"," -88,6","35",
"17/12/2020  14:48:00,000","   192000000"," -97,4","   4,9","-107,2"," -89,0","35",
"17/12/2020  14:48:00,000","   193000000"," -96,8","   3,9","-105,3"," -91,4","35",
"17/12/2020  14:48:00,000","   194000000"," -96,8","   6,6","-120,3"," -89,7","35",
"17/12/2020  14:48:00,000","   195000000"," -95,8","   5,0","-107,5"," -86,9","35",
"17/12/2020  14:48:00,000","   196000000"," -96,5","   5,8","-106,6"," -84,5","35",
"17/12/2020  14:48:00,000","   197000000"," -96,1","   4,9","-107,1"," -86,6","35",
"17/12/2020  14:48:00,000","   198000000"," -96,1","   4,9","-110,0"," -88,0","35",
"17/12/2020  14:48:00,000","   199000000"," -95,8","   6,6","-119,4"," -86,3","35",
"17/12/2020  14:48:00,000","   200000000"," -96,4","   6,1","-113,4"," -88,6","35",
"17/12/2020  14:48:00,000","   201000000"," -95,1","   4,3","-106,3"," -87,7","35",
"17/12/2020  14:48:00,000","   202000000"," -94,8","   4,6","-109,4"," -86,5","35",
"17/12/2020  14:48:00,000","   203000000"," -94,7","   5,5","-113,9"," -86,9","35",
"17/12/2020  14:48:00,000","   204000000"," -95,2","   7,3","-116,1"," -85,6","35",
"17/12/2020  14:48:00,000","   205000000"," -95,4","   5,5","-105,9"," -85,5","35",
"17/12/2020  14:48:00,000","   206000000"," -96,6","   6,3","-113,5"," -87,1","35",
"17/12/2020  14:48:00,000","   207000000"," -95,2","   4,9","-106,5"," -87,2","35",
"17/12/2020  14:48:00,000","   208000000"," -94,8","   4,6","-107,3"," -87,4","35",
"17/12/2020  14:48:00,000","   209000000"," -94,8","   5,1","-113,1"," -87,5","35",
"17/12/2020  14:48:00,000","   210000000"," -94,1","   4,4","-106,6"," -86,0","35",
"17/12/2020  14:48:00,000","   211000000"," -95,1","   5,2","-106,5"," -87,2","35",
"17/12/2020  14:48:00,000","   212000000"," -96,2","   4,4","-105,6"," -88,4","35",
"17/12/2020  14:48:00,000","   213000000"," -95,6","   7,1","-131,2"," -86,3","35",
"17/12/2020  14:48:00,000","   214000000"," -95,5","   4,5","-106,7"," -88,2","35",
"17/12/2020  14:48:00,000","   215000000"," -95,7","   3,9","-107,4"," -88,0","35",
"17/12/2020  14:48:00,000","   216000000"," -95,0","   5,0","-109,2"," -85,2","35",
"17/12/2020  14:49:00,000","   174000000"," -97,4","   6,3","-121,7"," -91,3","34",
"17/12/2020  14:49:00,000","   175000000"," -95,7","   4,0","-105,1"," -88,1","34",
"17/12/2020  14:49:00,000","   176000000"," -96,3","   4,6","-105,3"," -87,1","34",
"17/12/2020  14:49:00,000","   177000000"," -96,6","   5,4","-112,8"," -88,7","34",
"17/12/2020  14:49:00,000","   178000000"," -96,8","   4,5","-106,0"," -89,4","34",
"17/12/2020  14:49:00,000","   179000000"," -97,6","   4,2","-107,7"," -91,4","34",
"17/12/2020  14:49:00,000","   180000000"," -97,0","   5,4","-110,8"," -88,5","34",
"17/12/2020  14:49:00,000","   181000000"," -95,5","   5,2","-105,0"," -86,7","34",
"17/12/2020  14:49:00,000","   182000000"," -96,5","   6,5","-117,6"," -87,7","34",
"17/12/2020  14:49:00,000","   183000000"," -98,7","   9,6","-133,8"," -86,9","34",
"17/12/2020  14:49:00,000","   184000000"," -96,2","   5,3","-112,1"," -84,9","34",
"17/12/2020  14:49:00,000","   185000000"," -96,8","   5,7","-114,0"," -85,5","34",
"17/12/2020  14:49:00,000","   186000000"," -96,9","   4,6","-107,8"," -88,3","34",
"17/12/2020  14:49:00,000","   187000000"," -97,7","   7,1","-128,9"," -87,5","34",
"17/12/2020  14:49:00,000","   188000000"," -96,9","   5,3","-108,5"," -87,9","34",
"17/12/2020  14:49:00,000","   189000000"," -97,3","   4,8","-106,7"," -89,8","34",
"17/12/2020  14:49:00,000","   190000000"," -97,9","   4,7","-108,2"," -90,6","34",
"17/12/2020  14:49:00,000","   191000000"," -98,2","   9,6","-141,8"," -89,1","34",
"17/12/2020  14:49:00,000","   192000000"," -96,1","   5,4","-113,4"," -87,7","34",
"17/12/2020  14:49:00,000","   193000000"," -98,8","   8,9","-124,9"," -87,0","34",
"17/12/2020  14:49:00,000","   194000000"," -96,6","   6,6","-114,9"," -89,1","34",
"17/12/2020  14:49:00,000","   195000000"," -95,0","   3,7","-104,3"," -89,4","34",
"17/12/2020  14:49:00,000","   196000000"," -95,4","   4,9","-110,5"," -89,7","34",
"17/12/2020  14:49:00,000","   197000000"," -95,7","   4,5","-107,7"," -89,6","34",
"17/12/2020  14:49:00,000","   198000000"," -96,5","   4,8","-111,0"," -89,1","34",
"17/12/2020  14:49:00,000","   199000000"," -96,9","   6,3","-122,1"," -89,1","34",
"17/12/2020  14:49:00,000","   200000000"," -95,4","   4,9","-108,4"," -85,7","34",
"17/12/2020  14:49:00,000","   201000000"," -94,9","   4,9","-107,3"," -86,4","34",
"17/12/2020  14:49:00,000","   202000000"," -94,3","   5,2","-108,9"," -87,0","34",
"17/12/2020  14:49:00,000","   203000000"," -94,1","   5,1","-105,6"," -84,3","34",
"17/12/2020  14:49:00,000","   204000000"," -94,3","   5,1","-106,7"," -84,1","34",
"17/12/2020  14:49:00,000","   205000000"," -94,4","   4,8","-105,5"," -85,1","34",
"17/12/2020  14:49:00,000","   206000000"," -95,1","   5,2","-111,0"," -87,8","34",
"17/12/2020  14:49:00,000","   207000000"," -96,6","   5,2","-111,0"," -86,4","34",
"17/12/2020  14:49:00,000","   208000000"," -95,3","   6,1","-111,9"," -86,9","34",
"17/12/2020  14:49:00,000","   209000000"," -94,2","   5,2","-105,9"," -86,5","34",
"17/12/2020  14:49:00,000","   210000000"," -94,8","   5,9","-109,9"," -87,3","34",
"17/12/2020  14:49:00,000","   211000000"," -95,1","   6,6","-114,9"," -86,7","34",
"17/12/2020  14:49:00,000","   212000000"," -96,3","   6,0","-105,9"," -88,6","34",
"17/12/2020  14:49:00,000","   213000000"," -94,9","   5,3","-106,0"," -87,0","34",
"17/12/2020  14:49:00,000","   214000000"," -94,2","   4,4","-101,2"," -86,1","34",
"17/12/2020  14:49:00,000","   215000000"," -94,4","   5,0","-109,3"," -85,8","34",
"17/12/2020  14:49:00,000","   216000000"," -95,1","   5,7","-108,5"," -88,7","34",
"17/12/2020  14:50:00,000","   174000000"," -96,1","   4,6","-107,9"," -88,2","35",
"17/12/2020  14:50:00,000","   175000000"," -98,2","   6,2","-117,1"," -88,3","35",
"17/12/2020  14:50:00,000","   176000000"," -98,0","   5,4","-114,1"," -89,2","35",
"17/12/2020  14:50:00,000","   177000000"," -97,8","   4,9","-112,6"," -88,8","35",
"17/12/2020  14:50:00,000","   178000000"," -97,1","   5,2","-112,3"," -88,3","35",
"17/12/2020  14:50:00,000","   179000000"," -96,7","   4,7","-110,3"," -90,2","35",
"17/12/2020  14:50:00,000","   180000000"," -97,5","   5,7","-113,6"," -89,6","35",
"17/12/2020  14:50:00,000","   181000000"," -96,9","   5,3","-111,7"," -89,9","35",
"17/12/2020  14:50:00,000","   182000000"," -96,3","   5,1","-109,1"," -88,0","35",
"17/12/2020  14:50:00,000","   183000000"," -95,8","   5,4","-110,7"," -87,2","35",
"17/12/2020  14:50:00,000","   184000000"," -96,5","   6,7","-117,3"," -86,1","35",
"17/12/2020  14:50:00,000","   185000000"," -96,1","   4,9","-109,6"," -86,6","35",
"17/12/2020  14:50:00,000","   186000000"," -95,7","   4,6","-105,5"," -89,2","35",
"17/12/2020  14:50:00,000","   187000000"," -95,6","   4,6","-106,0"," -89,2","35",
"17/12/2020  14:50:00,000","   188000000"," -95,2","   5,3","-112,5"," -87,8","35",
"17/12/2020  14:50:00,000","   189000000"," -94,8","   5,2","-113,7"," -88,6","35",
"17/12/2020  14:50:00,000","   190000000"," -97,1","   7,3","-117,2"," -87,9","35",
"17/12/2020  14:50:00,000","   191000000"," -96,5","   5,3","-112,2"," -87,6","35",
"17/12/2020  14:50:00,000","   192000000"," -96,0","   5,6","-112,3"," -87,1","35",
"17/12/2020  14:50:00,000","   193000000"," -95,2","   4,1","-103,6"," -89,0","35",
"17/12/2020  14:50:00,000","   194000000"," -95,3","   4,8","-107,0"," -87,4","35",
"17/12/2020  14:50:00,000","   195000000"," -96,1","   4,9","-105,9"," -86,6","35",
"17/12/2020  14:50:00,000","   196000000"," -97,2","   5,2","-110,5"," -89,5","35",
"17/12/2020  14:50:00,000","   197000000"," -96,9","   5,0","-108,6"," -88,7","35",
"17/12/2020  14:50:00,000","   198000000"," -95,9","   4,9","-105,9"," -88,1","35",
"17/12/2020  14:50:00,000","   199000000"," -96,6","   6,3","-111,8"," -88,5","35",
"17/12/2020  14:50:00,000","   200000000"," -95,9","   4,7","-108,7"," -88,8","35",
"17/12/2020  14:50:00,000","   201000000"," -95,2","   5,2","-107,4"," -87,3","35",
"17/12/2020  14:50:00,000","   202000000"," -95,6","   7,3","-120,7"," -87,3","35",
"17/12/2020  14:50:00,000","   203000000"," -94,4","   3,7","-102,0"," -88,1","35",
"17/12/2020  14:50:00,000","   204000000"," -95,9","   4,8","-110,3"," -88,4","35",
"17/12/2020  14:50:00,000","   205000000"," -94,8","   4,7","-108,4"," -87,8","35",
"17/12/2020  14:50:00,000","   206000000"," -94,5","   4,7","-106,0"," -88,5","35",
"17/12/2020  14:50:00,000","   207000000"," -94,0","   4,3","-104,6"," -86,1","35",
"17/12/2020  14:50:00,000","   208000000"," -95,4","   4,5","-104,5"," -86,3","35",
"17/12/2020  14:50:00,000","   209000000"," -96,0","   5,5","-107,8"," -88,6","35",
"17/12/2020  14:50:00,000","   210000000"," -95,9","   8,1","-133,2"," -88,3","35",
"17/12/2020  14:50:00,000","   211000000"," -96,0","   5,8","-111,6"," -87,2","35",
"17/12/2020  14:50:00,000","   212000000"," -96,4","   5,9","-116,0"," -89,2","35",
"17/12/2020  14:50:00,000","   213000000"," -96,8","   6,1","-115,8"," -87,8","35",
"17/12/2020  14:50:00,000","   214000000"," -95,3","   4,6","-108,0"," -88,0","35",
"17/12/2020  14:50:00,000","   215000000"," -94,8","   5,8","-120,8"," -87,5","35",
"17/12/2020  14:50:00,000","   216000000"," -95,6","   4,1","-105,1"," -88,0","35",
"17/12/2020  14:51:00,000","   174000000"," -97,9","   5,6","-112,1"," -87,2","34",
"17/12/2020  14:51:00,000","   175000000"," -97,0","   6,3","-116,0"," -85,5","34",
"17/12/2020  14:51:00,000","   176000000"," -96,0","   4,0","-102,8"," -87,9","34",
"17/12/2020  14:51:00,000","   177000000"," -98,3","   6,5","-117,9"," -87,7","34",
"17/12/2020  14:51:00,000","   178000000"," -98,3","   6,1","-116,5"," -88,2","34",
"17/12/2020  14:51:00,000","   179000000"," -97,3","   5,3","-112,8"," -88,9","34",
"17/12/2020  14:51:00,000","   180000000"," -97,6","   5,8","-111,6"," -89,1","34",
"17/12/2020  14:51:00,000","   181000000"," -97,6","   4,9","-112,3"," -89,5","34",
"17/12/2020  14:51:00,000","   182000000"," -97,6","   6,2","-116,5"," -88,9","34",
"17/12/2020  14:51:00,000","   183000000"," -97,1","   6,4","-109,7"," -87,5","34",
"17/12/2020  14:51:00,000","   184000000"," -97,2","   8,4","-129,8"," -87,4","34",
"17/12/2020  14:51:00,000","   185000000"," -96,5","   7,2","-120,7"," -86,3","34",
"17/12/2020  14:51:00,000","   186000000"," -96,8","   6,7","-112,7"," -87,1","34",
"17/12/2020  14:51:00,000","   187000000"," -95,7","   5,1","-111,0"," -89,0","34",
"17/12/2020  14:51:00,000","   188000000"," -94,1","   3,5","-104,1"," -89,4","34",
"17/12/2020  14:51:00,000","   189000000"," -94,4","   4,8","-114,5"," -88,5","34",
"17/12/2020  14:51:00,000","   190000000"," -95,6","   4,6","-104,9"," -87,7","34",
"17/12/2020  14:51:00,000","   191000000"," -97,4","   4,9","-107,3"," -88,8","34",
"17/12/2020  14:51:00,000","   192000000"," -96,3","   4,9","-108,6"," -87,2","34",
"17/12/2020  14:51:00,000","   193000000"," -97,1","   6,6","-118,0"," -87,5","34",
"17/12/2020  14:51:00,000","   194000000"," -98,0","   6,6","-117,1"," -87,5","34",
"17/12/2020  14:51:00,000","   195000000"," -97,6","   5,6","-108,9"," -87,8","34",
"17/12/2020  14:51:00,000","   196000000"," -96,1","   3,9","-102,8"," -88,8","34",
"17/12/2020  14:51:00,000","   197000000"," -96,8","   6,2","-117,1"," -88,3","34",
"17/12/2020  14:51:00,000","   198000000"," -95,7","   6,2","-112,4"," -86,8","34",
"17/12/2020  14:51:00,000","   199000000"," -95,1","   5,3","-109,1"," -85,1","34",
"17/12/2020  14:51:00,000","   200000000"," -94,6","   6,2","-112,3"," -87,8","34",
"17/12/2020  14:51:00,000","   201000000"," -93,0","   4,4","-103,3"," -85,7","34",
"17/12/2020  14:51:00,000","   202000000"," -94,9","   6,0","-107,7"," -85,4","34",
"17/12/2020  14:51:00,000","   203000000"," -94,8","   4,6","-109,8"," -87,4","34",
"17/12/2020  14:51:00,000","   204000000"," -95,1","   5,0","-109,1"," -86,9","34",
"17/12/2020  14:51:00,000","   205000000"," -94,1","   6,0","-116,0"," -85,0","34",
"17/12/2020  14:51:00,000","   206000000"," -93,4","   4,4","-104,9"," -87,2","34",
"17/12/2020  14:51:00,000","   207000000"," -93,4","   4,0","-103,6"," -86,3","34",
"17/12/2020  14:51:00,000","   208000000"," -93,6","   4,3","-104,6"," -86,2","34",
"17/12/2020  14:51:00,000","   209000000"," -96,0","   4,5","-103,2"," -87,2","34",
"17/12/2020  14:51:00,000","   210000000"," -96,1","   5,5","-111,3"," -87,4","34",
"17/12/2020  14:51:00,000","   211000000"," -95,4","   4,7","-108,7"," -86,2","34",
"17/12/2020  14:51:00,000","   212000000"," -96,6","   5,1","-113,1"," -89,9","34",
"17/12/2020  14:51:00,000","   213000000"," -96,1","   4,8","-105,2"," -87,6","34",
"17/12/2020  14:51:00,000","   214000000"," -95,0","   5,6","-114,9"," -87,9","34",
"17/12/2020  14:51:00,000","   215000000"," -96,1","   6,5","-113,7"," -88,2","34",
"17/12/2020  14:51:00,000","   216000000"," -95,8","   4,6","-107,1"," -88,2","34",
"17/12/2020  14:52:00,000","   174000000"," -97,2","   6,1","-112,4"," -85,9","35",
"17/12/2020  14:52:00,000","   175000000"," -96,8","   5,8","-110,2"," -87,5","35",
"17/12/2020  14:52:00,000","   176000000"," -96,6","   5,3","-113,8"," -87,9","35",
"17/12/2020  14:52:00,000","   177000000"," -96,9","   4,7","-109,4"," -87,4","35",
"17/12/2020  14:52:00,000","   178000000"," -95,5","   5,9","-119,8"," -87,8","35",
"17/12/2020  14:52:00,000","   179000000"," -93,8","   3,8","-102,1"," -88,3","35",
"17/12/2020  14:52:00,000","   180000000"," -95,7","   4,9","-105,8"," -89,3","35",
"17/12/2020  14:52:00,000","   181000000"," -95,8","   3,2","-105,4"," -90,6","35",
"17/12/2020  14:52:00,000","   182000000"," -95,0","   4,1","-105,9"," -89,0","35",
"17/12/2020  14:52:00,000","   183000000"," -94,6","   4,7","-115,3"," -89,2","35",
