"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"2020-12-05  17:21:00,000","  1566900000","-114,0","   5,3","-127,2","-108,7","19",
"2020-12-05  17:21:00,000","  1567000000","-112,8","   3,9","-123,3","-104,4","19",
"2020-12-05  17:21:00,000","  1567100000","-114,7","   7,5","-136,2","-103,5","19",
"2020-12-05  17:21:00,000","  1567200000","-111,9","   3,6","-121,8","-105,3","19",
"2020-12-05  17:21:00,000","  1567300000","-112,8","   4,9","-128,7","-105,8","19",
"2020-12-05  17:21:00,000","  1567400000","-113,0","   7,0","-139,3","-106,6","19",
"2020-12-05  17:21:00,000","  1567500000","-112,9","   6,2","-128,2","-106,9","19",
"2020-12-05  17:21:00,000","  1567600000","-110,6","   3,8","-118,6","-105,9","19",
"2020-12-05  17:21:00,000","  1567700000","-112,7","   5,6","-129,0","-104,5","19",
"2020-12-05  17:21:00,000","  1567800000","-115,5","   7,5","-137,7","-105,3","19",
"2020-12-05  17:21:00,000","  1567900000","-113,2","   4,3","-119,9","-105,3","19",
"2020-12-05  17:21:00,000","  1568000000","-113,5","   4,1","-123,3","-107,7","19",
"2020-12-05  17:21:00,000","  1568100000","-114,0","   5,9","-127,0","-106,5","19",
"2020-12-05  17:21:00,000","  1568200000","-113,4","   5,7","-125,5","-107,3","19",
"2020-12-05  17:21:00,000","  1568300000","-113,0","   3,6","-119,6","-105,9","19",
"2020-12-05  17:21:00,000","  1568400000","-113,8","   5,2","-127,7","-107,3","19",
"2020-12-05  17:21:00,000","  1568500000","-112,7","   3,4","-119,3","-107,0","19",
"2020-12-05  17:21:00,000","  1568600000","-114,6","   7,6","-137,6","-106,4","19",
"2020-12-05  17:21:00,000","  1568700000","-112,0","   4,9","-121,5","-103,2","19",
"2020-12-05  17:21:00,000","  1568800000","-113,5","   5,1","-122,2","-104,0","19",
"2020-12-05  17:21:00,000","  1568900000","-115,1","   6,8","-132,3","-105,5","19",
"2020-12-05  17:21:00,000","  1569000000","-114,4","   4,5","-126,1","-107,8","19",
"2020-12-05  17:21:00,000","  1569100000","-114,5","   4,0","-126,0","-106,6","19",
"2020-12-05  17:21:00,000","  1569200000","-115,8","   6,4","-130,9","-106,8","19",
"2020-12-05  17:21:00,000","  1569300000","-113,4","   5,3","-122,2","-106,5","19",
"2020-12-05  17:21:00,000","  1569400000","-112,9","   4,7","-120,6","-106,2","19",
"2020-12-05  17:21:00,000","  1569500000","-111,4","   4,2","-117,7","-104,2","19",
"2020-12-05  17:21:00,000","  1569600000","-112,4","   6,6","-133,4","-105,0","19",
"2020-12-05  17:21:00,000","  1569700000","-112,1","   4,2","-120,7","-103,9","19",
"2020-12-05  17:21:00,000","  1569800000","-113,8","   4,4","-121,2","-106,7","19",
"2020-12-05  17:21:00,000","  1569900000","-114,6","   6,4","-131,3","-106,4","19",
"2020-12-05  17:21:00,000","  1570000000","-113,1","   4,4","-126,8","-107,6","19",
"2020-12-05  17:21:00,000","  1570100000","-113,4","   4,4","-121,7","-105,7","19",
"2020-12-05  17:21:00,000","  1570200000","-114,3","   6,3","-126,9","-103,6","19",
"2020-12-05  17:21:00,000","  1570300000","-115,2","   6,8","-126,5","-105,4","19",
"2020-12-05  17:21:00,000","  1570400000","-114,9","   6,7","-128,0","-105,1","19",
"2020-12-05  17:21:00,000","  1570500000","-113,8","   4,5","-121,9","-107,4","19",
"2020-12-05  17:21:00,000","  1570600000","-113,6","   5,6","-129,0","-105,2","19",
"2020-12-05  17:21:00,000","  1570700000","-113,8","   5,4","-128,0","-107,3","19",
"2020-12-05  17:21:00,000","  1570800000","-114,4","   5,6","-131,6","-108,0","19",
"2020-12-05  17:21:00,000","  1570900000","-113,3","   5,6","-124,7","-106,5","19",
"2020-12-05  17:21:00,000","  1571000000","-113,2","   5,5","-126,4","-105,9","19",
"2020-12-05  17:21:00,000","  1571100000","-114,1","   5,5","-127,3","-107,2","19",
"2020-12-05  17:21:00,000","  1571200000","-113,0","   4,2","-120,0","-106,3","19",
"2020-12-05  17:21:00,000","  1571300000","-113,6","   5,0","-124,2","-106,8","19",
"2020-12-05  17:21:00,000","  1571400000","-115,2","   6,4","-131,2","-106,0","19",
"2020-12-05  17:21:00,000","  1571500000","-112,7","   6,9","-136,5","-106,7","19",
"2020-12-05  17:21:00,000","  1571600000","-112,1","   6,2","-132,4","-105,9","19",
"2020-12-05  17:21:00,000","  1571700000","-114,1","   5,4","-124,6","-107,3","19",
"2020-12-05  17:21:00,000","  1571800000","-113,0","   4,0","-122,7","-108,5","19",
"2020-12-05  17:21:00,000","  1571900000","-112,3","   3,5","-121,4","-107,1","19",
"2020-12-05  17:21:00,000","  1572000000","-113,5","   4,2","-119,4","-105,6","19",
"2020-12-05  17:21:00,000","  1572100000","-115,2","   6,3","-128,2","-107,2","19",
"2020-12-05  17:21:00,000","  1572200000","-113,9","   6,8","-132,2","-105,7","19",
"2020-12-05  17:21:00,000","  1572300000","-113,7","   6,1","-128,3","-105,2","19",
"2020-12-05  17:21:00,000","  1572400000","-114,4","   6,0","-128,2","-106,9","19",
"2020-12-05  17:21:00,000","  1572500000","-114,0","   4,7","-127,6","-107,1","19",
"2020-12-05  17:21:00,000","  1572600000","-112,6","   4,0","-119,6","-107,7","19",
"2020-12-05  17:21:00,000","  1572700000","-113,4","   7,1","-132,0","-106,1","19",
"2020-12-05  17:21:00,000","  1572800000","-111,9","   4,8","-124,9","-104,8","19",
"2020-12-05  17:21:00,000","  1572900000","-113,5","   7,0","-135,3","-105,0","19",
"2020-12-05  17:21:00,000","  1573000000","-112,0","   4,4","-123,3","-105,1","19",
"2020-12-05  17:21:00,000","  1573100000","-111,1","   4,1","-122,7","-106,0","19",
"2020-12-05  17:21:00,000","  1573200000","-114,5","   6,5","-129,2","-105,6","19",
"2020-12-05  17:21:00,000","  1573300000","-114,3","   5,0","-126,6","-106,2","19",
"2020-12-05  17:21:00,000","  1573400000","-113,1","   4,9","-124,9","-105,1","19",
"2020-12-05  17:21:00,000","  1573500000","-112,9","   6,0","-123,9","-105,7","19",
"2020-12-05  17:21:00,000","  1573600000","-114,3","   8,7","-138,4","-104,8","19",
"2020-12-05  17:21:00,000","  1573700000","-112,1","   5,4","-122,9","-105,0","19",
"2020-12-05  17:21:00,000","  1573800000","-112,3","   4,8","-119,9","-105,1","19",
"2020-12-05  17:21:00,000","  1573900000","-114,3","   5,4","-128,2","-106,3","19",
"2020-12-05  17:21:00,000","  1574000000","-114,6","   6,8","-130,6","-104,7","19",
"2020-12-05  17:21:00,000","  1574100000","-112,8","   4,2","-124,7","-106,3","19",
"2020-12-05  17:21:00,000","  1574200000","-113,7","   4,1","-123,9","-108,4","19",
"2020-12-05  17:21:00,000","  1574300000","-114,4","   5,6","-126,1","-105,7","19",
"2020-12-05  17:21:00,000","  1574400000","-113,7","   5,3","-123,1","-105,2","19",
"2020-12-05  17:21:00,000","  1574500000","-112,5","   5,1","-122,5","-103,8","19",
"2020-12-05  17:21:00,000","  1574600000","-113,1","   5,9","-126,5","-105,9","19",
"2020-12-05  17:21:00,000","  1574700000","-113,1","   5,0","-121,9","-104,9","19",
"2020-12-05  17:21:00,000","  1574800000","-113,5","   4,0","-125,0","-106,7","19",
"2020-12-05  17:21:00,000","  1574900000","-115,4","   6,5","-131,7","-105,4","19",
"2020-12-05  17:21:00,000","  1575000000","-114,1","   5,9","-124,6","-105,2","19",
"2020-12-05  17:21:00,000","  1575100000","-112,7","   4,6","-124,3","-104,9","19",
"2020-12-05  17:21:00,000","  1575200000","-113,9","   4,9","-121,2","-105,9","19",
"2020-12-05  17:21:00,000","  1575300000","-112,6","   4,1","-121,2","-107,5","19",
"2020-12-05  17:21:00,000","  1575400000","-112,5","   3,5","-117,9","-107,8","19",
"2020-12-05  17:21:00,000","  1575500000","-113,4","   4,9","-123,0","-106,2","19",
"2020-12-05  17:21:00,000","  1575600000","-113,0","   4,7","-121,8","-106,0","19",
"2020-12-05  17:21:00,000","  1575700000","-113,3","   6,8","-132,6","-105,6","19",
"2020-12-05  17:21:00,000","  1575800000","-112,0","   3,6","-119,4","-107,5","19",
"2020-12-05  17:21:00,000","  1575900000","-114,4","   6,7","-133,9","-106,2","19",
"2020-12-05  17:21:00,000","  1576000000","-113,4","   5,0","-121,0","-104,9","19",
"2020-12-05  17:21:00,000","  1576100000","-113,8","   5,0","-122,0","-105,9","19",
"2020-12-05  17:21:00,000","  1576200000","-113,4","   5,2","-132,0","-105,8","19",
"2020-12-05  17:21:00,000","  1576300000","-112,9","   6,0","-129,2","-105,3","19",
"2020-12-05  17:21:00,000","  1576400000","-113,9","   6,2","-130,0","-105,9","19",
"2020-12-05  17:21:00,000","  1576500000","-112,1","   4,9","-124,8","-104,7","19",
"2020-12-05  17:21:00,000","  1576600000","-111,8","   5,2","-123,7","-103,0","19",
"2020-12-05  17:21:00,000","  1576700000","-113,0","   5,1","-124,9","-103,4","19",
"2020-12-05  17:21:00,000","  1576800000","-114,1","   5,6","-126,6","-105,2","19",
"2020-12-05  17:21:00,000","  1576900000","-115,6","   6,4","-131,7","-106,5","19",
"2020-12-05  17:21:00,000","  1577000000","-113,3","   3,3","-118,9","-107,5","19",
"2020-12-05  17:21:00,000","  1577100000","-115,9","   5,8","-132,1","-109,0","19",
"2020-12-05  17:21:00,000","  1577200000","-116,0","   6,3","-129,5","-108,6","19",
"2020-12-05  17:21:00,000","  1577300000","-113,8","   5,7","-130,4","-107,4","19",
"2020-12-05  17:21:00,000","  1577400000","-113,9","   5,3","-127,8","-106,1","19",
"2020-12-05  17:21:00,000","  1577500000","-113,7","   4,4","-124,6","-106,4","19",
"2020-12-05  17:21:00,000","  1577600000","-112,8","   3,6","-119,8","-106,4","19",
"2020-12-05  17:21:00,000","  1577700000","-115,0","   6,9","-127,0","-106,3","19",
"2020-12-05  17:21:00,000","  1577800000","-114,0","   7,2","-136,0","-104,5","19",
"2020-12-05  17:21:00,000","  1577900000","-114,8","   7,0","-129,4","-105,2","19",
"2020-12-05  17:21:00,000","  1578000000","-112,7","   5,8","-125,5","-105,3","19",
"2020-12-05  17:21:00,000","  1578100000","-111,4","   4,2","-117,8","-105,7","19",
"2020-12-05  17:21:00,000","  1578200000","-115,4","   8,6","-138,5","-106,4","19",
"2020-12-05  17:21:00,000","  1578300000","-114,1","   4,9","-125,1","-106,3","19",
"2020-12-05  17:21:00,000","  1578400000","-113,4","   4,6","-122,5","-105,2","19",
"2020-12-05  17:21:00,000","  1578500000","-112,7","   4,9","-125,0","-106,7","19",
"2020-12-05  17:21:00,000","  1578600000","-113,1","   3,8","-121,4","-106,9","19",
"2020-12-05  17:21:00,000","  1578700000","-113,3","   3,8","-120,5","-107,8","19",
"2020-12-05  17:21:00,000","  1578800000","-113,6","   5,0","-129,0","-107,3","19",
"2020-12-05  17:21:00,000","  1578900000","-113,0","   5,5","-125,9","-106,3","19",
"2020-12-05  17:21:00,000","  1579000000","-112,2","   4,1","-123,1","-106,4","19",
"2020-12-05  17:21:00,000","  1579100000","-113,4","   5,4","-132,1","-107,7","19",
"2020-12-05  17:21:00,000","  1579200000","-113,2","   4,0","-120,8","-106,0","19",
"2020-12-05  17:21:00,000","  1579300000","-113,3","   4,3","-121,3","-105,0","19",
"2020-12-05  17:21:00,000","  1579400000","-112,6","   5,5","-125,7","-104,3","19",
"2020-12-05  17:21:00,000","  1579500000","-113,9","   4,6","-122,1","-107,2","19",
"2020-12-05  17:21:00,000","  1579600000","-115,7","   7,6","-139,9","-107,8","19",
"2020-12-05  17:21:00,000","  1579700000","-111,4","   4,4","-121,9","-105,6","19",
"2020-12-05  17:21:00,000","  1579800000","-111,4","   4,1","-119,9","-105,0","19",
"2020-12-05  17:21:00,000","  1579900000","-112,9","   3,1","-118,0","-107,7","19",
"2020-12-05  17:21:00,000","  1580000000","-115,9","   4,4","-122,9","-107,9","19",
"2020-12-05  17:21:00,000","  1580100000","-115,8","   6,0","-125,9","-105,1","19",
"2020-12-05  17:21:00,000","  1580200000","-115,6","   6,5","-134,0","-106,5","19",
"2020-12-05  17:21:00,000","  1580300000","-114,6","   3,8","-123,6","-108,0","19",
"2020-12-05  17:21:00,000","  1580400000","-115,3","   8,0","-137,1","-107,5","19",
"2020-12-05  17:21:00,000","  1580500000","-115,0","   6,0","-134,2","-108,3","19",
"2020-12-05  17:21:00,000","  1580600000","-114,4","   4,0","-124,4","-106,5","19",
"2020-12-05  17:21:00,000","  1580700000","-115,6","   6,8","-133,4","-107,3","19",
"2020-12-05  17:21:00,000","  1580800000","-114,4","   3,5","-122,8","-109,1","19",
"2020-12-05  17:21:00,000","  1580900000","-115,5","   7,4","-138,6","-108,3","19",
"2020-12-05  17:21:00,000","  1581000000","-114,2","   5,3","-124,4","-108,6","19",
"2020-12-05  17:21:00,000","  1581100000","-113,4","   6,1","-128,2","-107,0","19",
"2020-12-05  17:21:00,000","  1581200000","-111,4","   4,7","-118,9","-104,4","19",
"2020-12-05  17:21:00,000","  1581300000","-112,0","   4,2","-122,2","-104,4","19",
"2020-12-05  17:21:00,000","  1581400000","-113,7","   4,1","-120,3","-105,2","19",
"2020-12-05  17:21:00,000","  1581500000","-111,8","   3,8","-117,2","-104,9","19",
"2020-12-05  17:21:00,000","  1581600000","-111,9","   5,3","-122,0","-102,8","19",
"2020-12-05  17:21:00,000","  1581700000","-113,3","   5,3","-123,8","-104,2","19",
"2020-12-05  17:21:00,000","  1581800000","-113,1","   4,1","-120,9","-106,1","19",
"2020-12-05  17:21:00,000","  1581900000","-113,5","   4,2","-123,0","-107,5","19",
"2020-12-05  17:21:00,000","  1582000000","-112,8","   3,1","-119,6","-108,1","19",
"2020-12-05  17:21:00,000","  1582100000","-113,1","   3,6","-118,6","-107,9","19",
"2020-12-05  17:21:00,000","  1582200000","-112,8","   4,7","-123,0","-103,0","19",
"2020-12-05  17:21:00,000","  1582300000","-114,8","   5,6","-124,7","-107,1","19",
"2020-12-05  17:21:00,000","  1582400000","-112,6","   3,4","-119,3","-107,9","19",
"2020-12-05  17:21:00,000","  1582500000","-112,3","   5,3","-130,8","-105,5","19",
"2020-12-05  17:21:00,000","  1582600000","-113,1","   5,7","-131,6","-106,5","19",
"2020-12-05  17:21:00,000","  1582700000","-114,6","   6,2","-128,5","-105,5","19",
"2020-12-05  17:21:00,000","  1582800000","-115,1","   6,6","-130,2","-104,4","19",
"2020-12-05  17:21:00,000","  1582900000","-115,0","   5,7","-126,2","-105,4","19",
"2020-12-05  17:21:00,000","  1583000000","-116,2","   7,1","-130,3","-104,4","19",
"2020-12-05  17:21:00,000","  1583100000","-113,7","   5,4","-129,1","-105,0","19",
"2020-12-05  17:21:00,000","  1583200000","-114,1","   3,4","-120,8","-109,4","19",
"2020-12-05  17:21:00,000","  1583300000","-115,1","   5,1","-124,6","-108,9","19",
"2020-12-05  17:21:00,000","  1583400000","-114,7","   5,9","-128,7","-105,8","19",
"2020-12-05  17:21:00,000","  1583500000","-112,0","   2,9","-117,6","-105,2","19",
"2020-12-05  17:21:00,000","  1583600000","-112,2","   5,6","-124,4","-105,2","19",
"2020-12-05  17:21:00,000","  1583700000","-112,2","   5,7","-124,1","-104,8","19",
"2020-12-05  17:21:00,000","  1583800000","-111,8","   2,8","-117,5","-107,9","19",
"2020-12-05  17:21:00,000","  1583900000","-115,2","   6,5","-137,1","-106,7","19",
"2020-12-05  17:21:00,000","  1584000000","-115,8","   4,7","-126,0","-105,0","19",
"2020-12-05  17:21:00,000","  1584100000","-114,9","   6,1","-128,3","-105,6","19",
"2020-12-05  17:21:00,000","  1584200000","-114,4","   6,5","-125,7","-105,6","19",
"2020-12-05  17:21:00,000","  1584300000","-113,7","   5,6","-128,8","-106,4","19",
"2020-12-05  17:21:00,000","  1584400000","-113,5","   6,7","-127,7","-105,1","19",
"2020-12-05  17:21:00,000","  1584500000","-113,2","   5,7","-127,1","-104,0","19",
"2020-12-05  17:21:00,000","  1584600000","-116,6","   7,0","-131,5","-107,4","19",
"2020-12-05  17:21:00,000","  1584700000","-114,1","   4,1","-123,0","-107,8","19",
"2020-12-05  17:21:00,000","  1584800000","-114,0","   5,1","-123,4","-105,5","19",
"2020-12-05  17:21:00,000","  1584900000","-113,7","   6,3","-132,7","-106,1","19",
"2020-12-05  17:21:00,000","  1585000000","-112,9","   5,9","-126,9","-106,0","19",
"2020-12-05  17:21:00,000","  1585100000","-113,8","   5,6","-127,3","-107,0","19",
"2020-12-05  17:21:00,000","  1585200000","-114,7","   6,9","-130,0","-104,3","19",
"2020-12-05  17:21:00,000","  1585300000","-113,9","   5,8","-129,8","-104,9","19",
"2020-12-05  17:21:00,000","  1585400000","-113,5","   5,4","-123,7","-102,9","19",
"2020-12-05  17:21:00,000","  1585500000","-112,2","   3,8","-118,6","-103,5","19",
"2020-12-05  17:21:00,000","  1585600000","-112,7","   3,7","-119,9","-105,1","19",
"2020-12-05  17:21:00,000","  1585700000","-113,5","   4,7","-122,5","-106,6","19",
"2020-12-05  17:21:00,000","  1585800000","-115,3","   5,0","-126,3","-108,1","19",
"2020-12-05  17:21:00,000","  1585900000","-118,3","   8,7","-141,3","-106,7","19",
"2020-12-05  17:21:00,000","  1586000000","-114,4","   4,0","-125,3","-108,1","19",
"2020-12-05  17:21:00,000","  1586100000","-113,6","   4,8","-124,4","-104,5","19",
"2020-12-05  17:21:00,000","  1586200000","-115,9","   6,4","-127,7","-106,5","19",
"2020-12-05  17:21:00,000","  1586300000","-114,6","   6,2","-129,2","-106,5","19",
"2020-12-05  17:21:00,000","  1586400000","-113,0","   5,3","-125,2","-105,4","19",
"2020-12-05  17:21:00,000","  1586500000","-112,6","   5,6","-122,1","-104,0","19",
"2020-12-05  17:21:00,000","  1586600000","-112,8","   3,6","-119,8","-107,1","19",
"2020-12-05  17:21:00,000","  1586700000","-116,0","   5,3","-126,1","-108,1","19",
"2020-12-05  17:21:00,000","  1586800000","-114,3","   5,5","-123,2","-106,3","19",
"2020-12-05  17:21:00,000","  1586900000","-114,0","   5,4","-126,7","-104,8","19",
"2020-12-05  17:21:00,000","  1587000000","-115,6","   6,3","-133,0","-106,8","19",
"2020-12-05  17:21:00,000","  1587100000","-115,3","   4,9","-123,4","-107,4","19",
"2020-12-05  17:21:00,000","  1587200000","-114,9","   5,8","-125,1","-107,4","19",
"2020-12-05  17:21:00,000","  1587300000","-114,1","   6,0","-133,6","-105,7","19",
"2020-12-05  17:21:00,000","  1587400000","-114,2","   6,0","-124,9","-105,3","19",
"2020-12-05  17:21:00,000","  1587500000","-113,6","   8,9","-143,6","-103,0","19",
"2020-12-05  17:21:00,000","  1587600000","-111,7","   4,8","-120,4","-102,6","19",
"2020-12-05  17:21:00,000","  1587700000","-112,5","   5,3","-122,1","-104,8","19",
"2020-12-05  17:21:00,000","  1587800000","-112,3","   6,1","-131,2","-103,7","19",
"2020-12-05  17:21:00,000","  1587900000","-111,9","   5,2","-123,8","-105,9","19",
"2020-12-05  17:21:00,000","  1588000000","-112,7","   3,8","-120,9","-103,9","19",
"2020-12-05  17:21:00,000","  1588100000","-114,8","   5,6","-125,9","-104,6","19",
"2020-12-05  17:21:00,000","  1588200000","-114,5","   5,2","-129,3","-106,5","19",
"2020-12-05  17:21:00,000","  1588300000","-114,3","   7,2","-133,7","-104,0","19",
"2020-12-05  17:21:00,000","  1588400000","-113,2","   4,5","-123,6","-106,1","19",
"2020-12-05  17:21:00,000","  1588500000","-112,6","   5,0","-130,5","-105,8","19",
"2020-12-05  17:21:00,000","  1588600000","-112,4","   6,3","-128,7","-104,1","19",
"2020-12-05  17:21:00,000","  1588700000","-112,5","   5,5","-128,6","-105,8","19",
"2020-12-05  17:21:00,000","  1588800000","-114,1","   6,0","-130,7","-109,0","19",
"2020-12-05  17:21:00,000","  1588900000","-113,7","   7,1","-137,2","-107,0","19",
"2020-12-05  17:21:00,000","  1589000000","-112,1","   3,9","-121,2","-104,4","19",
"2020-12-05  17:21:00,000","  1589100000","-115,0","   5,3","-122,7","-103,6","19",
"2020-12-05  17:21:00,000","  1589200000","-114,6","   6,8","-132,1","-103,9","19",
"2020-12-05  17:21:00,000","  1589300000","-114,6","   5,8","-126,5","-106,2","19",
"2020-12-05  17:21:00,000","  1589400000","-113,7","   5,7","-127,4","-105,7","19",
"2020-12-05  17:21:00,000","  1589500000","-113,3","   4,9","-120,9","-106,4","19",
"2020-12-05  17:21:00,000","  1589600000","-113,6","   5,4","-128,7","-109,1","19",
"2020-12-05  17:21:00,000","  1589700000","-113,0","   4,3","-126,8","-103,7","19",
"2020-12-05  17:21:00,000","  1589800000","-112,9","   5,4","-129,2","-105,0","19",
"2020-12-05  17:21:00,000","  1589900000","-114,9","   7,9","-136,5","-106,6","19",
"2020-12-05  17:21:00,000","  1590000000","-112,9","   4,1","-121,6","-108,1","19",
"2020-12-05  17:21:00,000","  1590100000","-114,2","   4,7","-124,0","-107,5","19",
"2020-12-05  17:21:00,000","  1590200000","-112,4","   4,1","-120,4","-105,7","19",
"2020-12-05  17:21:00,000","  1590300000","-110,4","   4,1","-119,6","-105,6","19",
"2020-12-05  17:21:00,000","  1590400000","-112,0","   3,5","-119,5","-105,6","19",
"2020-12-05  17:21:00,000","  1590500000","-114,5","   5,1","-122,6","-106,0","19",
"2020-12-05  17:21:00,000","  1590600000","-113,7","   5,6","-125,0","-102,7","19",
"2020-12-05  17:21:00,000","  1590700000","-112,7","   5,3","-122,4","-103,3","19",
"2020-12-05  17:21:00,000","  1590800000","-112,4","   5,3","-125,3","-105,6","19",
"2020-12-05  17:21:00,000","  1590900000","-113,8","   5,9","-127,5","-107,0","19",
"2020-12-05  17:21:00,000","  1591000000","-112,2","   3,2","-119,2","-106,8","19",
"2020-12-05  17:21:00,000","  1591100000","-112,7","   4,3","-121,1","-105,6","19",
"2020-12-05  17:21:00,000","  1591200000","-115,5","   9,4","-140,2","-103,1","19",
"2020-12-05  17:21:00,000","  1591300000","-112,1","   4,8","-124,2","-103,7","19",
"2020-12-05  17:21:00,000","  1591400000","-112,7","   4,5","-123,2","-105,7","19",
"2020-12-05  17:21:00,000","  1591500000","-114,9","   6,5","-130,5","-105,7","19",
"2020-12-05  17:21:00,000","  1591600000","-113,6","   6,0","-130,4","-104,8","19",
"2020-12-05  17:21:00,000","  1591700000","-113,2","   4,6","-120,4","-105,3","19",
"2020-12-05  17:21:00,000","  1591800000","-112,2","   5,5","-126,1","-104,3","19",
"2020-12-05  17:21:00,000","  1591900000","-111,8","   4,9","-124,5","-104,0","19",
"2020-12-05  17:21:00,000","  1592000000","-112,1","   6,1","-131,5","-105,2","19",
"2020-12-05  17:21:00,000","  1592100000","-111,7","   5,0","-125,0","-105,8","19",
"2020-12-05  17:21:00,000","  1592200000","-113,4","   6,1","-127,8","-106,2","19",
"2020-12-05  17:21:00,000","  1592300000","-115,1","   5,0","-127,2","-108,1","19",
"2020-12-05  17:21:00,000","  1592400000","-115,6","   4,6","-124,8","-108,9","19",
"2020-12-05  17:21:00,000","  1592500000","-114,7","   4,0","-123,8","-107,4","19",
"2020-12-05  17:21:00,000","  1592600000","-114,9","   6,1","-128,7","-106,9","19",
"2020-12-05  17:21:00,000","  1592700000","-112,5","   4,8","-121,3","-105,5","19",
"2020-12-05  17:21:00,000","  1592800000","-114,1","   6,6","-136,4","-107,6","19",
"2020-12-05  17:21:00,000","  1592900000","-113,1","   3,9","-122,7","-108,9","19",
"2020-12-05  17:21:00,000","  1593000000","-113,1","   4,5","-122,4","-107,4","19",
"2020-12-05  17:21:00,000","  1593100000","-112,7","   3,9","-122,3","-108,3","19",
"2020-12-05  17:21:00,000","  1593200000","-113,1","   4,0","-119,4","-105,4","19",
"2020-12-05  17:21:00,000","  1593300000","-112,3","   5,2","-125,0","-105,7","19",
"2020-12-05  17:21:00,000","  1593400000","-114,1","   5,8","-126,9","-107,3","19",
"2020-12-05  17:21:00,000","  1593500000","-113,9","   5,5","-126,8","-107,2","19",
"2020-12-05  17:21:00,000","  1593600000","-111,7","   4,3","-120,1","-105,4","19",
"2020-12-05  17:21:00,000","  1593700000","-112,5","   5,6","-125,3","-104,8","19",
"2020-12-05  17:21:00,000","  1593800000","-112,3","   5,3","-125,9","-105,7","19",
"2020-12-05  17:21:00,000","  1593900000","-112,3","   4,3","-122,2","-106,5","19",
"2020-12-05  17:21:00,000","  1594000000","-111,6","   4,7","-125,1","-104,8","19",
"2020-12-05  17:21:00,000","  1594100000","-112,5","   5,3","-124,6","-105,9","19",
"2020-12-05  17:21:00,000","  1594200000","-113,1","   5,6","-125,8","-105,5","19",
"2020-12-05  17:21:00,000","  1594300000","-111,7","   5,1","-123,4","-104,8","19",
"2020-12-05  17:21:00,000","  1594400000","-112,7","   5,1","-122,7","-102,1","19",
"2020-12-05  17:21:00,000","  1594500000","-113,0","   6,8","-128,4","-102,7","19",
"2020-12-05  17:21:00,000","  1594600000","-113,2","   5,9","-128,3","-105,0","19",
"2020-12-05  17:21:00,000","  1594700000","-114,9","   6,2","-128,3","-108,5","19",
"2020-12-05  17:21:00,000","  1594800000","-114,9","   5,2","-125,4","-105,3","19",
"2020-12-05  17:21:00,000","  1594900000","-113,8","   7,0","-131,1","-105,5","19",
"2020-12-05  17:21:00,000","  1595000000","-113,7","   6,3","-128,0","-106,4","19",
"2020-12-05  17:21:00,000","  1595100000","-115,4","   7,6","-135,2","-106,2","19",
"2020-12-05  17:21:00,000","  1595200000","-113,0","   4,3","-123,0","-106,6","19",
"2020-12-05  17:21:00,000","  1595300000","-113,2","   4,9","-122,6","-106,7","19",
"2020-12-05  17:21:00,000","  1595400000","-114,4","   5,4","-129,0","-107,8","19",
"2020-12-05  17:21:00,000","  1595500000","-113,1","   5,4","-123,4","-103,0","19",
"2020-12-05  17:21:00,000","  1595600000","-113,5","   7,3","-128,7","-102,5","19",
"2020-12-05  17:21:00,000","  1595700000","-113,4","   6,0","-126,9","-102,1","19",
"2020-12-05  17:21:00,000","  1595800000","-115,3","   8,1","-135,3","-103,5","19",
"2020-12-05  17:21:00,000","  1595900000","-113,3","   4,1","-121,4","-106,8","19",
"2020-12-05  17:21:00,000","  1596000000","-114,8","   7,0","-136,0","-105,5","19",
"2020-12-05  17:21:00,000","  1596100000","-114,5","   8,3","-138,2","-105,6","19",
"2020-12-05  17:21:00,000","  1596200000","-112,6","   5,1","-120,7","-104,9","19",
"2020-12-05  17:21:00,000","  1596300000","-115,6","   7,6","-134,1","-105,7","19",
"2020-12-05  17:21:00,000","  1596400000","-114,3","   4,1","-120,4","-105,4","19",
"2020-12-05  17:21:00,000","  1596500000","-114,1","   5,1","-126,2","-107,2","19",
"2020-12-05  17:21:00,000","  1596600000","-114,8","   5,3","-122,9","-104,4","19",
"2020-12-05  17:21:00,000","  1596700000","-114,4","   7,2","-133,2","-106,1","19",
"2020-12-05  17:21:00,000","  1596800000","-113,4","   4,9","-122,5","-102,1","19",
"2020-12-05  17:21:00,000","  1596900000","-114,8","   5,6","-126,4","-105,5","19",
"2020-12-05  17:21:00,000","  1597000000","-114,5","   6,6","-129,2","-105,9","19",
"2020-12-05  17:21:00,000","  1597100000","-113,9","   5,6","-127,0","-107,2","19",
"2020-12-05  17:21:00,000","  1597200000","-112,9","   6,1","-125,4","-105,0","19",
"2020-12-05  17:21:00,000","  1597300000","-111,8","   3,9","-119,6","-106,7","19",
"2020-12-05  17:21:00,000","  1597400000","-117,1","   5,6","-125,2","-107,9","19",
"2020-12-05  17:21:00,000","  1597500000","-115,4","   6,9","-131,9","-106,6","19",
"2020-12-05  17:21:00,000","  1597600000","-113,4","   3,4","-120,3","-107,3","19",
"2020-12-05  17:21:00,000","  1597700000","-114,1","   4,0","-124,3","-109,4","19",
