"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"2020-12-05  17:20:00,000","  1579700000","-114,4","   5,3","-123,5","-106,3","19",
"2020-12-05  17:20:00,000","  1579800000","-113,7","   4,4","-121,5","-108,1","19",
"2020-12-05  17:20:00,000","  1579900000","-113,2","   4,0","-124,1","-106,7","19",
"2020-12-05  17:20:00,000","  1580000000","-114,0","   5,6","-125,9","-106,9","19",
"2020-12-05  17:20:00,000","  1580100000","-113,3","   4,2","-120,5","-108,1","19",
"2020-12-05  17:20:00,000","  1580200000","-114,1","   8,5","-140,5","-103,2","19",
"2020-12-05  17:20:00,000","  1580300000","-113,2","   7,0","-130,6","-102,7","19",
"2020-12-05  17:20:00,000","  1580400000","-111,8","   3,6","-118,3","-105,8","19",
"2020-12-05  17:20:00,000","  1580500000","-112,5","   5,2","-125,0","-103,6","19",
"2020-12-05  17:20:00,000","  1580600000","-113,7","   7,1","-127,6","-104,0","19",
"2020-12-05  17:20:00,000","  1580700000","-112,8","   4,0","-120,3","-102,0","19",
"2020-12-05  17:20:00,000","  1580800000","-113,1","   5,6","-128,7","-105,5","19",
"2020-12-05  17:20:00,000","  1580900000","-113,0","   5,3","-127,2","-104,7","19",
"2020-12-05  17:20:00,000","  1581000000","-111,4","   4,6","-125,5","-103,3","19",
"2020-12-05  17:20:00,000","  1581100000","-112,4","   4,3","-123,7","-107,0","19",
"2020-12-05  17:20:00,000","  1581200000","-113,4","   4,4","-122,7","-105,6","19",
"2020-12-05  17:20:00,000","  1581300000","-112,9","   4,5","-121,6","-104,5","19",
"2020-12-05  17:20:00,000","  1581400000","-114,4","   7,5","-132,3","-105,5","19",
"2020-12-05  17:20:00,000","  1581500000","-112,6","   6,2","-127,7","-105,6","19",
"2020-12-05  17:20:00,000","  1581600000","-111,8","   4,4","-119,0","-103,6","19",
"2020-12-05  17:20:00,000","  1581700000","-114,1","   5,6","-127,1","-107,6","19",
"2020-12-05  17:20:00,000","  1581800000","-113,0","   4,3","-122,3","-107,4","19",
"2020-12-05  17:20:00,000","  1581900000","-113,3","   4,6","-122,9","-105,5","19",
"2020-12-05  17:20:00,000","  1582000000","-115,4","   6,3","-128,3","-104,7","19",
"2020-12-05  17:20:00,000","  1582100000","-115,4","   5,5","-126,0","-106,6","19",
"2020-12-05  17:20:00,000","  1582200000","-113,8","   4,5","-122,1","-105,4","19",
"2020-12-05  17:20:00,000","  1582300000","-113,6","   6,0","-127,7","-105,5","19",
"2020-12-05  17:20:00,000","  1582400000","-111,6","   3,9","-122,0","-104,8","19",
"2020-12-05  17:20:00,000","  1582500000","-112,8","   4,6","-120,7","-106,8","19",
"2020-12-05  17:20:00,000","  1582600000","-113,2","   6,2","-128,2","-105,3","19",
"2020-12-05  17:20:00,000","  1582700000","-110,9","   4,6","-120,7","-104,4","19",
"2020-12-05  17:20:00,000","  1582800000","-110,5","   4,1","-119,9","-104,5","19",
"2020-12-05  17:20:00,000","  1582900000","-112,7","   5,2","-122,5","-103,6","19",
"2020-12-05  17:20:00,000","  1583000000","-113,0","   4,9","-123,5","-106,5","19",
"2020-12-05  17:20:00,000","  1583100000","-113,3","   6,2","-130,6","-106,5","19",
"2020-12-05  17:20:00,000","  1583200000","-112,1","   4,1","-122,8","-105,6","19",
"2020-12-05  17:20:00,000","  1583300000","-111,8","   5,5","-127,8","-105,7","19",
"2020-12-05  17:20:00,000","  1583400000","-112,0","   6,5","-127,1","-102,5","19",
"2020-12-05  17:20:00,000","  1583500000","-111,8","   5,9","-131,9","-104,6","19",
"2020-12-05  17:20:00,000","  1583600000","-113,2","   4,1","-121,9","-107,5","19",
"2020-12-05  17:20:00,000","  1583700000","-115,4","   5,4","-127,5","-108,5","19",
"2020-12-05  17:20:00,000","  1583800000","-114,3","   5,4","-127,4","-103,2","19",
"2020-12-05  17:20:00,000","  1583900000","-115,4","   6,2","-127,4","-105,0","19",
"2020-12-05  17:20:00,000","  1584000000","-115,1","   7,0","-135,2","-107,5","19",
"2020-12-05  17:20:00,000","  1584100000","-115,2","   4,9","-123,9","-109,0","19",
"2020-12-05  17:20:00,000","  1584200000","-114,7","   5,7","-128,7","-107,6","19",
"2020-12-05  17:20:00,000","  1584300000","-115,9","   5,5","-125,8","-106,0","19",
"2020-12-05  17:20:00,000","  1584400000","-115,8","   5,9","-127,4","-103,6","19",
"2020-12-05  17:20:00,000","  1584500000","-114,1","   5,4","-125,2","-102,2","19",
"2020-12-05  17:20:00,000","  1584600000","-114,5","   8,8","-144,0","-103,4","19",
"2020-12-05  17:20:00,000","  1584700000","-111,6","   4,8","-122,4","-104,2","19",
"2020-12-05  17:20:00,000","  1584800000","-112,4","   4,8","-125,3","-105,4","19",
"2020-12-05  17:20:00,000","  1584900000","-115,0","   5,9","-124,5","-105,8","19",
"2020-12-05  17:20:00,000","  1585000000","-112,5","   4,1","-120,3","-105,4","19",
"2020-12-05  17:20:00,000","  1585100000","-112,1","   4,1","-122,8","-105,7","19",
"2020-12-05  17:20:00,000","  1585200000","-114,1","   5,1","-125,9","-108,2","19",
"2020-12-05  17:20:00,000","  1585300000","-114,8","   5,6","-124,0","-108,0","19",
"2020-12-05  17:20:00,000","  1585400000","-115,6","   6,3","-128,3","-106,9","19",
"2020-12-05  17:20:00,000","  1585500000","-114,3","   5,0","-124,8","-107,5","19",
"2020-12-05  17:20:00,000","  1585600000","-114,4","   4,8","-123,3","-107,3","19",
"2020-12-05  17:20:00,000","  1585700000","-114,6","   6,8","-130,2","-106,8","19",
"2020-12-05  17:20:00,000","  1585800000","-112,4","   3,7","-117,4","-105,1","19",
"2020-12-05  17:20:00,000","  1585900000","-112,6","   6,1","-134,5","-107,1","19",
"2020-12-05  17:20:00,000","  1586000000","-112,3","   4,5","-121,8","-102,8","19",
"2020-12-05  17:20:00,000","  1586100000","-114,4","   6,3","-129,4","-102,9","19",
"2020-12-05  17:20:00,000","  1586200000","-111,5","   3,6","-118,0","-107,3","19",
"2020-12-05  17:20:00,000","  1586300000","-112,7","   5,7","-125,7","-105,1","19",
"2020-12-05  17:20:00,000","  1586400000","-113,6","   6,3","-128,1","-104,3","19",
"2020-12-05  17:20:00,000","  1586500000","-113,7","   6,5","-126,2","-104,5","19",
"2020-12-05  17:20:00,000","  1586600000","-113,5","   4,3","-120,2","-105,4","19",
"2020-12-05  17:20:00,000","  1586700000","-114,2","   4,7","-128,7","-106,3","19",
"2020-12-05  17:20:00,000","  1586800000","-113,7","   5,2","-123,9","-105,8","19",
"2020-12-05  17:20:00,000","  1586900000","-113,5","   5,5","-126,4","-106,6","19",
"2020-12-05  17:20:00,000","  1587000000","-114,9","   6,0","-132,2","-107,7","19",
"2020-12-05  17:20:00,000","  1587100000","-114,9","   4,8","-126,1","-107,3","19",
"2020-12-05  17:20:00,000","  1587200000","-114,6","   6,1","-129,3","-105,1","19",
"2020-12-05  17:20:00,000","  1587300000","-114,8","   5,2","-126,5","-105,3","19",
"2020-12-05  17:20:00,000","  1587400000","-113,0","   4,4","-126,9","-106,1","19",
"2020-12-05  17:20:00,000","  1587500000","-114,2","   6,3","-126,0","-105,6","19",
"2020-12-05  17:20:00,000","  1587600000","-112,6","   6,7","-130,4","-105,7","19",
"2020-12-05  17:20:00,000","  1587700000","-113,5","   7,1","-134,1","-106,6","19",
"2020-12-05  17:20:00,000","  1587800000","-112,3","   4,8","-123,0","-104,8","19",
"2020-12-05  17:20:00,000","  1587900000","-114,7","   6,6","-126,8","-100,8","19",
"2020-12-05  17:20:00,000","  1588000000","-112,0","   4,9","-124,2","-102,7","19",
"2020-12-05  17:20:00,000","  1588100000","-113,1","   6,9","-124,8","-103,2","19",
"2020-12-05  17:20:00,000","  1588200000","-112,4","   4,2","-120,6","-104,5","19",
"2020-12-05  17:20:00,000","  1588300000","-113,7","   7,6","-139,1","-107,7","19",
