"Time","Frequency (Hz)","Level (dBm)","Level_1 (dBm)","Level_2 (dBm)","Level_3 (dBm)","Value Count","File Info"
"17/12/2020  14:44:00,000","    84000000"," -90,2","   5,5","-104,3"," -83,1","35",
"17/12/2020  14:44:00,000","    85000000"," -90,3","   4,8","-102,4"," -82,9","35",
"17/12/2020  14:44:00,000","    86000000"," -90,4","   4,7","-104,5"," -82,5","35",
"17/12/2020  14:44:00,000","    87000000"," -85,3","   4,0"," -96,8"," -79,6","35",
"17/12/2020  14:44:00,000","    88000000"," -78,7","   3,3"," -85,3"," -73,2","35",
"17/12/2020  14:45:00,000","    54000000"," -92,4","   5,8","-109,0"," -84,8","34",
"17/12/2020  14:45:00,000","    55000000"," -92,6","   5,3","-106,9"," -84,3","34",
"17/12/2020  14:45:00,000","    56000000"," -94,2","   7,0","-116,0"," -81,9","34",
"17/12/2020  14:45:00,000","    57000000"," -93,6","   6,3","-115,4"," -85,4","34",
"17/12/2020  14:45:00,000","    58000000"," -92,5","   6,4","-110,7"," -83,2","34",
"17/12/2020  14:45:00,000","    59000000"," -91,0","   5,4","-105,7"," -82,6","34",
"17/12/2020  14:45:00,000","    60000000"," -92,1","   6,0","-105,6"," -80,5","34",
"17/12/2020  14:45:00,000","    61000000"," -91,6","   4,4","-101,0"," -82,2","34",
"17/12/2020  14:45:00,000","    62000000"," -91,1","   4,7","-105,5"," -82,4","34",
"17/12/2020  14:45:00,000","    63000000"," -92,3","   5,5","-109,9"," -83,3","34",
"17/12/2020  14:45:00,000","    64000000"," -92,9","   4,9","-106,0"," -84,5","34",
"17/12/2020  14:45:00,000","    65000000"," -91,2","   4,7","-105,5"," -81,1","34",
"17/12/2020  14:45:00,000","    66000000"," -91,9","   6,0","-108,2"," -79,5","34",
"17/12/2020  14:45:00,000","    67000000"," -92,7","   8,7","-133,5"," -79,9","34",
"17/12/2020  14:45:00,000","    68000000"," -92,2","   6,0","-106,2"," -80,9","34",
"17/12/2020  14:45:00,000","    69000000"," -92,2","   6,6","-112,4"," -81,5","34",
"17/12/2020  14:45:00,000","    70000000"," -91,4","   4,2"," -99,6"," -82,9","34",
"17/12/2020  14:45:00,000","    71000000"," -91,4","   4,2","-101,4"," -84,6","34",
"17/12/2020  14:45:00,000","    72000000"," -91,6","   4,9","-101,2"," -81,5","34",
"17/12/2020  14:45:00,000","    73000000"," -93,3","   6,4","-117,0"," -80,5","34",
"17/12/2020  14:45:00,000","    74000000"," -93,8","   5,4","-107,7"," -82,6","34",
"17/12/2020  14:45:00,000","    75000000"," -94,1","   6,0","-114,0"," -83,9","34",
"17/12/2020  14:45:00,000","    76000000"," -93,6","   4,7","-106,1"," -85,3","34",
"17/12/2020  14:45:00,000","    77000000"," -93,7","   7,0","-111,7"," -82,0","34",
"17/12/2020  14:45:00,000","    78000000"," -91,3","   4,9","-101,5"," -81,4","34",
"17/12/2020  14:45:00,000","    79000000"," -90,8","   4,8","-101,8"," -82,8","34",
"17/12/2020  14:45:00,000","    80000000"," -91,8","   5,6","-107,3"," -83,8","34",
"17/12/2020  14:45:00,000","    81000000"," -91,9","   4,5","-103,9"," -84,2","34",
"17/12/2020  14:45:00,000","    82000000"," -92,8","   5,3","-111,8"," -83,8","34",
"17/12/2020  14:45:00,000","    83000000"," -91,2","   4,5","-102,5"," -84,3","34",
"17/12/2020  14:45:00,000","    84000000"," -90,9","   5,0"," -98,7"," -81,3","34",
"17/12/2020  14:45:00,000","    85000000"," -91,2","   4,9","-103,3"," -81,5","34",
"17/12/2020  14:45:00,000","    86000000"," -91,6","   4,4","-101,7"," -82,6","34",
"17/12/2020  14:45:00,000","    87000000"," -86,3","   6,8","-111,5"," -77,6","34",
"17/12/2020  14:45:00,000","    88000000"," -80,5","   5,2"," -98,5"," -72,9","34",
"17/12/2020  14:46:00,000","    54000000"," -92,3","   5,6","-106,4"," -84,4","35",
"17/12/2020  14:46:00,000","    55000000"," -93,4","   6,4","-108,5"," -82,5","35",
"17/12/2020  14:46:00,000","    56000000"," -92,7","   5,0","-105,0"," -84,6","35",
"17/12/2020  14:46:00,000","    57000000"," -94,6","   7,9","-117,6"," -82,6","35",
"17/12/2020  14:46:00,000","    58000000"," -92,3","   6,3","-110,9"," -83,5","35",
"17/12/2020  14:46:00,000","    59000000"," -93,5","   6,1","-110,1"," -83,3","35",
"17/12/2020  14:46:00,000","    60000000"," -94,1","   6,8","-119,6"," -85,8","35",
"17/12/2020  14:46:00,000","    61000000"," -92,2","   5,1","-107,6"," -85,3","35",
"17/12/2020  14:46:00,000","    62000000"," -91,7","   5,8","-111,3"," -85,2","35",
"17/12/2020  14:46:00,000","    63000000"," -91,8","   5,3","-104,0"," -84,5","35",
"17/12/2020  14:46:00,000","    64000000"," -91,7","   4,9","-103,7"," -82,9","35",
"17/12/2020  14:46:00,000","    65000000"," -91,0","   5,3","-102,5"," -79,5","35",
"17/12/2020  14:46:00,000","    66000000"," -91,4","   6,3","-113,1"," -80,2","35",
"17/12/2020  14:46:00,000","    67000000"," -92,3","   5,2","-102,5"," -82,7","35",
"17/12/2020  14:46:00,000","    68000000"," -92,4","   5,6","-107,3"," -82,9","35",
"17/12/2020  14:46:00,000","    69000000"," -92,5","   5,8","-105,2"," -81,7","35",
"17/12/2020  14:46:00,000","    70000000"," -91,6","   5,6","-105,9"," -82,2","35",
"17/12/2020  14:46:00,000","    71000000"," -91,5","   5,0","-102,6"," -83,0","35",
"17/12/2020  14:46:00,000","    72000000"," -92,1","   6,0","-109,9"," -82,7","35",
"17/12/2020  14:46:00,000","    73000000"," -94,0","   5,0","-103,3"," -84,9","35",
"17/12/2020  14:46:00,000","    74000000"," -93,3","   4,2","-104,1"," -85,1","35",
"17/12/2020  14:46:00,000","    75000000"," -92,8","   4,4","-106,9"," -86,0","35",
"17/12/2020  14:46:00,000","    76000000"," -92,4","   5,9","-106,3"," -83,7","35",
"17/12/2020  14:46:00,000","    77000000"," -92,2","   5,0"," -99,5"," -81,7","35",
"17/12/2020  14:46:00,000","    78000000"," -92,1","   5,7","-105,5"," -80,6","35",
"17/12/2020  14:46:00,000","    79000000"," -92,8","   6,7","-112,5"," -81,1","35",
"17/12/2020  14:46:00,000","    80000000"," -92,6","   7,4","-120,4"," -83,1","35",
"17/12/2020  14:46:00,000","    81000000"," -91,7","   5,9","-110,2"," -83,0","35",
"17/12/2020  14:46:00,000","    82000000"," -91,3","   6,9","-116,6"," -81,6","35",
"17/12/2020  14:46:00,000","    83000000"," -91,8","   6,3","-107,1"," -80,8","35",
"17/12/2020  14:46:00,000","    84000000"," -93,5","   5,8","-112,3"," -81,4","35",
"17/12/2020  14:46:00,000","    85000000"," -92,7","   4,9","-101,7"," -83,7","35",
"17/12/2020  14:46:00,000","    86000000"," -91,9","   4,8","-101,3"," -83,6","35",
"17/12/2020  14:46:00,000","    87000000"," -84,2","   3,0"," -91,0"," -79,0","35",
"17/12/2020  14:46:00,000","    88000000"," -77,8","   4,4"," -98,6"," -72,3","35",
"17/12/2020  14:47:00,000","    54000000"," -94,0","   5,5","-109,8"," -86,1","34",
"17/12/2020  14:47:00,000","    55000000"," -93,0","   5,3","-110,0"," -86,8","34",
"17/12/2020  14:47:00,000","    56000000"," -93,2","   6,5","-116,4"," -85,1","34",
"17/12/2020  14:47:00,000","    57000000"," -93,0","   6,6","-114,2"," -82,9","34",
"17/12/2020  14:47:00,000","    58000000"," -92,7","   6,1","-106,2"," -85,0","34",
"17/12/2020  14:47:00,000","    59000000"," -91,5","   5,2","-102,2"," -83,0","34",
"17/12/2020  14:47:00,000","    60000000"," -91,5","   5,0","-102,1"," -84,2","34",
"17/12/2020  14:47:00,000","    61000000"," -92,6","   5,4","-109,1"," -85,3","34",
"17/12/2020  14:47:00,000","    62000000"," -92,8","   6,5","-116,4"," -85,3","34",
"17/12/2020  14:47:00,000","    63000000"," -92,4","   6,4","-109,2"," -83,7","34",
"17/12/2020  14:47:00,000","    64000000"," -90,8","   4,7","-101,6"," -84,2","34",
"17/12/2020  14:47:00,000","    65000000"," -90,5","   6,4","-106,3"," -82,9","34",
"17/12/2020  14:47:00,000","    66000000"," -90,4","   6,0","-105,2"," -83,0","34",
"17/12/2020  14:47:00,000","    67000000"," -90,5","   5,1","-104,8"," -80,6","34",
"17/12/2020  14:47:00,000","    68000000"," -90,7","   6,1","-107,0"," -78,2","34",
"17/12/2020  14:47:00,000","    69000000"," -90,5","   5,2"," -99,8"," -79,5","34",
"17/12/2020  14:47:00,000","    70000000"," -91,5","   5,0","-101,0"," -81,0","34",
"17/12/2020  14:47:00,000","    71000000"," -91,9","   5,4","-101,4"," -79,0","34",
"17/12/2020  14:47:00,000","    72000000"," -90,9","   5,4","-103,4"," -77,3","34",
"17/12/2020  14:47:00,000","    73000000"," -94,2","   5,3","-109,6"," -86,9","34",
"17/12/2020  14:47:00,000","    74000000"," -94,7","   5,6","-111,0"," -87,7","34",
"17/12/2020  14:47:00,000","    75000000"," -95,8","   6,1","-110,1"," -84,7","34",
"17/12/2020  14:47:00,000","    76000000"," -94,8","   6,3","-111,4"," -86,4","34",
"17/12/2020  14:47:00,000","    77000000"," -94,9","   6,9","-118,2"," -86,1","34",
"17/12/2020  14:47:00,000","    78000000"," -93,2","   4,4","-101,5"," -87,0","34",
"17/12/2020  14:47:00,000","    79000000"," -91,1","   3,2"," -99,0"," -84,7","34",
"17/12/2020  14:47:00,000","    80000000"," -90,9","   5,5","-111,3"," -84,3","34",
"17/12/2020  14:47:00,000","    81000000"," -89,4","   4,4","-102,7"," -81,7","34",
"17/12/2020  14:47:00,000","    82000000"," -90,3","   5,3","-107,6"," -81,3","34",
"17/12/2020  14:47:00,000","    83000000"," -91,2","   5,1","-104,0"," -84,8","34",
"17/12/2020  14:47:00,000","    84000000"," -92,8","   5,8","-110,3"," -84,4","34",
"17/12/2020  14:47:00,000","    85000000"," -92,5","   5,2","-106,3"," -82,2","34",
"17/12/2020  14:47:00,000","    86000000"," -92,9","   5,6","-105,9"," -82,4","34",
"17/12/2020  14:47:00,000","    87000000"," -84,7","   4,5"," -98,0"," -78,6","34",
"17/12/2020  14:47:00,000","    88000000"," -77,2","   3,5"," -85,3"," -72,1","34",
"17/12/2020  14:48:00,000","    54000000"," -93,5","   4,9","-105,5"," -84,7","35",
"17/12/2020  14:48:00,000","    55000000"," -93,1","   6,8","-119,3"," -84,1","35",
"17/12/2020  14:48:00,000","    56000000"," -94,7","   7,5","-115,4"," -84,6","35",
"17/12/2020  14:48:00,000","    57000000"," -93,7","   5,5","-104,5"," -84,9","35",
"17/12/2020  14:48:00,000","    58000000"," -92,9","   5,9","-111,2"," -84,1","35",
"17/12/2020  14:48:00,000","    59000000"," -91,1","   3,8","-104,1"," -84,0","35",
"17/12/2020  14:48:00,000","    60000000"," -92,8","   6,1","-110,1"," -80,6","35",
"17/12/2020  14:48:00,000","    61000000"," -92,8","   6,0","-107,2"," -80,7","35",
"17/12/2020  14:48:00,000","    62000000"," -92,1","   5,8","-109,9"," -84,6","35",
"17/12/2020  14:48:00,000","    63000000"," -91,4","   5,8","-116,5"," -84,9","35",
"17/12/2020  14:48:00,000","    64000000"," -91,2","   4,9","-105,4"," -83,3","35",
"17/12/2020  14:48:00,000","    65000000"," -91,4","   5,8","-105,2"," -82,7","35",
"17/12/2020  14:48:00,000","    66000000"," -92,3","   6,6","-112,8"," -83,6","35",
"17/12/2020  14:48:00,000","    67000000"," -93,6","   5,7","-104,3"," -81,0","35",
"17/12/2020  14:48:00,000","    68000000"," -92,6","   6,3","-109,0"," -81,8","35",
"17/12/2020  14:48:00,000","    69000000"," -92,4","   5,5","-108,4"," -83,5","35",
"17/12/2020  14:48:00,000","    70000000"," -94,0","   6,6","-108,2"," -81,6","35",
"17/12/2020  14:48:00,000","    71000000"," -93,2","   6,4","-105,7"," -82,2","35",
"17/12/2020  14:48:00,000","    72000000"," -91,6","   4,8","-106,4"," -83,3","35",
"17/12/2020  14:48:00,000","    73000000"," -95,4","   6,6","-113,5"," -85,4","35",
"17/12/2020  14:48:00,000","    74000000"," -92,2","   4,6","-102,2"," -86,4","35",
"17/12/2020  14:48:00,000","    75000000"," -92,2","   5,2","-104,9"," -84,5","35",
"17/12/2020  14:48:00,000","    76000000"," -92,6","   5,5","-104,2"," -83,6","35",
"17/12/2020  14:48:00,000","    77000000"," -91,9","   5,0","-102,2"," -84,1","35",
"17/12/2020  14:48:00,000","    78000000"," -91,7","   4,1","-100,3"," -83,9","35",
"17/12/2020  14:48:00,000","    79000000"," -92,0","   5,0","-103,6"," -83,1","35",
"17/12/2020  14:48:00,000","    80000000"," -91,7","   5,6","-111,5"," -81,3","35",
"17/12/2020  14:48:00,000","    81000000"," -91,7","   4,0","-105,4"," -84,6","35",
"17/12/2020  14:48:00,000","    82000000"," -92,0","   5,0","-102,5"," -83,4","35",
"17/12/2020  14:48:00,000","    83000000"," -92,2","   5,9","-103,9"," -83,5","35",
"17/12/2020  14:48:00,000","    84000000"," -92,6","   6,1","-108,9"," -85,5","35",
"17/12/2020  14:48:00,000","    85000000"," -91,3","   6,3","-112,1"," -84,0","35",
"17/12/2020  14:48:00,000","    86000000"," -93,1","   7,1","-113,7"," -80,7","35",
"17/12/2020  14:48:00,000","    87000000"," -85,1","   6,2","-102,3"," -76,9","35",
"17/12/2020  14:48:00,000","    88000000"," -77,1","   3,5"," -86,4"," -71,6","35",
"17/12/2020  14:49:00,000","    54000000"," -95,2","   5,7","-114,2"," -86,7","34",
"17/12/2020  14:49:00,000","    55000000"," -94,6","   5,8","-108,3"," -86,4","34",
"17/12/2020  14:49:00,000","    56000000"," -93,0","   4,0","-102,0"," -86,2","34",
"17/12/2020  14:49:00,000","    57000000"," -94,1","   5,5","-109,6"," -84,5","34",
"17/12/2020  14:49:00,000","    58000000"," -93,5","   5,3","-107,3"," -85,4","34",
"17/12/2020  14:49:00,000","    59000000"," -93,2","   5,6","-111,0"," -84,9","34",
"17/12/2020  14:49:00,000","    60000000"," -92,4","   4,2","-102,6"," -85,7","34",
"17/12/2020  14:49:00,000","    61000000"," -92,0","   4,8","-108,6"," -86,2","34",
"17/12/2020  14:49:00,000","    62000000"," -91,5","   4,6","-102,3"," -85,5","34",
"17/12/2020  14:49:00,000","    63000000"," -90,2","   4,1"," -99,3"," -83,5","34",
"17/12/2020  14:49:00,000","    64000000"," -90,0","   4,4","-104,0"," -83,4","34",
"17/12/2020  14:49:00,000","    65000000"," -91,0","   5,2","-104,1"," -80,2","34",
"17/12/2020  14:49:00,000","    66000000"," -92,4","   8,0","-126,7"," -82,0","34",
"17/12/2020  14:49:00,000","    67000000"," -91,6","   5,3","-108,4"," -84,1","34",
"17/12/2020  14:49:00,000","    68000000"," -92,6","   6,0","-108,8"," -83,5","34",
"17/12/2020  14:49:00,000","    69000000"," -93,9","   7,3","-122,1"," -85,7","34",
"17/12/2020  14:49:00,000","    70000000"," -92,0","   5,3","-108,6"," -84,0","34",
"17/12/2020  14:49:00,000","    71000000"," -91,2","   4,0"," -98,1"," -84,1","34",
"17/12/2020  14:49:00,000","    72000000"," -92,8","   5,9","-107,6"," -82,3","34",
"17/12/2020  14:49:00,000","    73000000"," -92,4","   5,6","-109,4"," -82,3","34",
"17/12/2020  14:49:00,000","    74000000"," -93,2","   6,4","-108,7"," -84,9","34",
"17/12/2020  14:49:00,000","    75000000"," -93,0","   5,4","-105,4"," -83,8","34",
"17/12/2020  14:49:00,000","    76000000"," -92,0","   6,5","-106,7"," -83,4","34",
"17/12/2020  14:49:00,000","    77000000"," -92,5","   6,5","-108,5"," -81,7","34",
"17/12/2020  14:49:00,000","    78000000"," -92,5","   5,7","-109,6"," -84,3","34",
"17/12/2020  14:49:00,000","    79000000"," -93,6","   8,2","-129,8"," -83,0","34",
"17/12/2020  14:49:00,000","    80000000"," -90,8","   4,3","-101,8"," -84,5","34",
"17/12/2020  14:49:00,000","    81000000"," -90,2","   4,0"," -99,8"," -81,3","34",
"17/12/2020  14:49:00,000","    82000000"," -89,8","   5,7","-110,8"," -80,8","34",
"17/12/2020  14:49:00,000","    83000000"," -89,4","   3,9"," -98,5"," -82,6","34",
"17/12/2020  14:49:00,000","    84000000"," -91,5","   5,3","-107,3"," -82,3","34",
"17/12/2020  14:49:00,000","    85000000"," -91,5","   5,1","-106,0"," -83,4","34",
"17/12/2020  14:49:00,000","    86000000"," -91,4","   5,9","-110,8"," -82,4","34",
"17/12/2020  14:49:00,000","    87000000"," -83,9","   3,1"," -91,5"," -79,0","34",
"17/12/2020  14:49:00,000","    88000000"," -77,6","   3,1"," -85,1"," -71,9","34",
"17/12/2020  14:50:00,000","    54000000"," -92,1","   4,5","-100,7"," -81,2","35",
"17/12/2020  14:50:00,000","    55000000"," -93,4","   5,7","-106,1"," -80,7","35",
"17/12/2020  14:50:00,000","    56000000"," -94,8","   5,7","-108,5"," -83,3","35",
"17/12/2020  14:50:00,000","    57000000"," -94,9","   8,4","-125,1"," -81,8","35",
"17/12/2020  14:50:00,000","    58000000"," -91,6","   6,0","-108,3"," -76,7","35",
"17/12/2020  14:50:00,000","    59000000"," -90,9","   5,7","-105,1"," -75,4","35",
"17/12/2020  14:50:00,000","    60000000"," -90,5","   5,9","-102,6"," -75,7","35",
"17/12/2020  14:50:00,000","    61000000"," -89,9","   6,0","-105,8"," -77,3","35",
"17/12/2020  14:50:00,000","    62000000"," -90,7","   7,0","-106,3"," -79,9","35",
"17/12/2020  14:50:00,000","    63000000"," -89,7","   5,0"," -99,8"," -81,9","35",
"17/12/2020  14:50:00,000","    64000000"," -91,5","   6,4","-107,6"," -80,8","35",
"17/12/2020  14:50:00,000","    65000000"," -91,2","   5,2","-102,0"," -82,4","35",
"17/12/2020  14:50:00,000","    66000000"," -90,4","   4,4","-100,4"," -82,9","35",
"17/12/2020  14:50:00,000","    67000000"," -91,4","   5,8","-108,2"," -81,9","35",
"17/12/2020  14:50:00,000","    68000000"," -92,2","   5,2","-102,8"," -79,7","35",
"17/12/2020  14:50:00,000","    69000000"," -90,9","   4,3","-100,2"," -79,7","35",
"17/12/2020  14:50:00,000","    70000000"," -90,6","   6,7","-121,5"," -80,8","35",
"17/12/2020  14:50:00,000","    71000000"," -89,8","   4,8","-101,9"," -82,2","35",
"17/12/2020  14:50:00,000","    72000000"," -91,7","   6,1","-108,6"," -81,9","35",
"17/12/2020  14:50:00,000","    73000000"," -93,4","   6,9","-117,5"," -85,8","35",
"17/12/2020  14:50:00,000","    74000000"," -92,9","   4,7","-105,0"," -84,1","35",
"17/12/2020  14:50:00,000","    75000000"," -93,9","   6,5","-121,3"," -84,6","35",
"17/12/2020  14:50:00,000","    76000000"," -91,8","   5,3","-105,7"," -82,0","35",
"17/12/2020  14:50:00,000","    77000000"," -91,6","   6,6","-116,4"," -81,0","35",
"17/12/2020  14:50:00,000","    78000000"," -91,0","   6,2","-105,0"," -82,6","35",
"17/12/2020  14:50:00,000","    79000000"," -90,7","   5,1","-106,2"," -84,2","35",
"17/12/2020  14:50:00,000","    80000000"," -91,9","   5,2","-104,7"," -84,0","35",
"17/12/2020  14:50:00,000","    81000000"," -91,7","   7,2","-119,4"," -82,5","35",
"17/12/2020  14:50:00,000","    82000000"," -89,7","   5,1","-102,2"," -81,7","35",
"17/12/2020  14:50:00,000","    83000000"," -89,7","   4,3","-100,7"," -82,5","35",
"17/12/2020  14:50:00,000","    84000000"," -91,1","   4,8","-100,9"," -83,2","35",
"17/12/2020  14:50:00,000","    85000000"," -90,6","   4,8","-101,8"," -83,1","35",
"17/12/2020  14:50:00,000","    86000000"," -90,6","   3,9","-101,9"," -84,4","35",
"17/12/2020  14:50:00,000","    87000000"," -86,0","   4,1"," -98,4"," -80,0","35",
"17/12/2020  14:50:00,000","    88000000"," -78,9","   4,0"," -89,0"," -73,9","35",
"17/12/2020  14:51:00,000","    54000000"," -94,2","   5,5","-104,2"," -86,1","34",
"17/12/2020  14:51:00,000","    55000000"," -93,6","   6,5","-108,8"," -84,6","34",
"17/12/2020  14:51:00,000","    56000000"," -93,2","   6,0","-108,8"," -84,5","34",
"17/12/2020  14:51:00,000","    57000000"," -91,9","   3,9"," -99,8"," -84,4","34",
"17/12/2020  14:51:00,000","    58000000"," -91,9","   4,6","-105,2"," -83,6","34",
"17/12/2020  14:51:00,000","    59000000"," -92,5","   4,6","-105,4"," -85,5","34",
"17/12/2020  14:51:00,000","    60000000"," -92,3","   5,9","-109,5"," -84,8","34",
"17/12/2020  14:51:00,000","    61000000"," -91,6","   5,4","-102,3"," -84,0","34",
"17/12/2020  14:51:00,000","    62000000"," -92,3","   6,8","-115,9"," -84,0","34",
"17/12/2020  14:51:00,000","    63000000"," -91,8","   5,8","-107,8"," -82,1","34",
"17/12/2020  14:51:00,000","    64000000"," -91,7","   5,1","-105,9"," -85,7","34",
"17/12/2020  14:51:00,000","    65000000"," -92,5","   6,4","-121,8"," -84,5","34",
"17/12/2020  14:51:00,000","    66000000"," -93,2","   4,8","-104,7"," -85,1","34",
"17/12/2020  14:51:00,000","    67000000"," -91,0","   4,7","-101,0"," -82,8","34",
"17/12/2020  14:51:00,000","    68000000"," -91,2","   5,0","-105,4"," -81,7","34",
"17/12/2020  14:51:00,000","    69000000"," -92,1","   5,5","-106,3"," -82,1","34",
"17/12/2020  14:51:00,000","    70000000"," -92,2","   5,9","-105,7"," -78,4","34",
"17/12/2020  14:51:00,000","    71000000"," -91,7","   5,3","-106,3"," -83,9","34",
"17/12/2020  14:51:00,000","    72000000"," -91,0","   4,7","-102,8"," -82,3","34",
"17/12/2020  14:51:00,000","    73000000"," -93,1","   5,2","-103,2"," -81,4","34",
"17/12/2020  14:51:00,000","    74000000"," -95,0","   7,5","-113,1"," -82,6","34",
"17/12/2020  14:51:00,000","    75000000"," -94,0","   5,9","-109,4"," -83,3","34",
"17/12/2020  14:51:00,000","    76000000"," -92,9","   4,9","-103,2"," -83,8","34",
"17/12/2020  14:51:00,000","    77000000"," -93,0","   5,3","-105,6"," -83,9","34",
"17/12/2020  14:51:00,000","    78000000"," -94,5","   7,3","-112,4"," -85,1","34",
"17/12/2020  14:51:00,000","    79000000"," -92,7","   4,0","-100,1"," -84,9","34",
"17/12/2020  14:51:00,000","    80000000"," -92,8","   6,2","-109,2"," -84,0","34",
"17/12/2020  14:51:00,000","    81000000"," -90,2","   4,1","-100,4"," -82,3","34",
"17/12/2020  14:51:00,000","    82000000"," -89,6","   4,9"," -99,3"," -81,6","34",
"17/12/2020  14:51:00,000","    83000000"," -91,0","   5,2","-104,4"," -80,4","34",
"17/12/2020  14:51:00,000","    84000000"," -93,0","   5,3","-104,3"," -83,4","34",
"17/12/2020  14:51:00,000","    85000000"," -93,8","   9,1","-125,2"," -85,0","34",
"17/12/2020  14:51:00,000","    86000000"," -92,6","   5,2","-105,4"," -83,8","34",
"17/12/2020  14:51:00,000","    87000000"," -83,8","   4,0"," -96,0"," -78,0","34",
"17/12/2020  14:51:00,000","    88000000"," -77,7","   4,6"," -95,1"," -72,4","34",
"17/12/2020  14:52:00,000","    54000000"," -93,7","   5,4","-114,6"," -84,3","35",
"17/12/2020  14:52:00,000","    55000000"," -94,1","   7,4","-113,3"," -85,6","35",
"17/12/2020  14:52:00,000","    56000000"," -92,4","   4,7","-105,2"," -86,0","35",
"17/12/2020  14:52:00,000","    57000000"," -92,7","   5,4","-106,4"," -84,9","35",
"17/12/2020  14:52:00,000","    58000000"," -91,4","   4,9","-102,7"," -83,9","35",
"17/12/2020  14:52:00,000","    59000000"," -91,5","   4,9","-102,0"," -82,0","35",
"17/12/2020  14:52:00,000","    60000000"," -93,4","   6,6","-110,9"," -83,0","35",
"17/12/2020  14:52:00,000","    61000000"," -92,2","   6,0","-110,5"," -83,0","35",
"17/12/2020  14:52:00,000","    62000000"," -91,5","   4,4","-103,3"," -83,7","35",
"17/12/2020  14:52:00,000","    63000000"," -92,6","   6,4","-116,2"," -83,5","35",
"17/12/2020  14:52:00,000","    64000000"," -91,6","   4,8","-104,8"," -82,2","35",
"17/12/2020  14:52:00,000","    65000000"," -92,7","   6,7","-123,0"," -84,3","35",
"17/12/2020  14:52:00,000","    66000000"," -93,2","   5,1","-105,9"," -86,6","35",
"17/12/2020  14:52:00,000","    67000000"," -91,9","   5,7","-114,2"," -82,1","35",
"17/12/2020  14:52:00,000","    68000000"," -91,4","   4,4","-101,3"," -83,6","35",
"17/12/2020  14:52:00,000","    69000000"," -92,3","   5,9","-105,9"," -85,3","35",
"17/12/2020  14:52:00,000","    70000000"," -92,3","   6,3","-106,2"," -82,1","35",
"17/12/2020  14:52:00,000","    71000000"," -91,1","   4,9","-102,9"," -80,0","35",
"17/12/2020  14:52:00,000","    72000000"," -90,7","   5,1","-100,2"," -78,4","35",
"17/12/2020  14:52:00,000","    73000000"," -92,0","   5,9","-109,2"," -79,6","35",
"17/12/2020  14:52:00,000","    74000000"," -91,6","   7,6","-119,9"," -77,5","35",
"17/12/2020  14:52:00,000","    75000000"," -91,1","   6,0","-106,6"," -75,8","35",
"17/12/2020  14:52:00,000","    76000000"," -91,9","   5,8","-113,0"," -78,5","35",
"17/12/2020  14:52:00,000","    77000000"," -93,5","   8,4","-131,5"," -84,1","35",
"17/12/2020  14:52:00,000","    78000000"," -92,4","   4,3","-103,1"," -84,1","35",
"17/12/2020  14:52:00,000","    79000000"," -92,5","   3,8","-105,6"," -86,1","35",
"17/12/2020  14:52:00,000","    80000000"," -91,6","   4,0","-102,3"," -86,5","35",
"17/12/2020  14:52:00,000","    81000000"," -90,9","   5,1","-107,4"," -84,4","35",
"17/12/2020  14:52:00,000","    82000000"," -91,8","   6,0","-109,9"," -82,3","35",
"17/12/2020  14:52:00,000","    83000000"," -91,8","   4,3","-100,5"," -82,8","35",
"17/12/2020  14:52:00,000","    84000000"," -93,5","   5,7","-105,6"," -83,8","35",
"17/12/2020  14:52:00,000","    85000000"," -93,6","   6,6","-111,3"," -82,7","35",
"17/12/2020  14:52:00,000","    86000000"," -91,4","   4,7","-104,9"," -82,5","35",
"17/12/2020  14:52:00,000","    87000000"," -84,2","   3,4"," -92,1"," -79,1","35",
"17/12/2020  14:52:00,000","    88000000"," -76,6","   2,5"," -82,5"," -72,6","35",
"17/12/2020  14:53:00,000","    54000000"," -93,5","   4,3","-101,8"," -86,5","34",
"17/12/2020  14:53:00,000","    55000000"," -93,4","   4,6","-104,5"," -85,5","34",
"17/12/2020  14:53:00,000","    56000000"," -91,8","   4,3","-102,3"," -85,5","34",
"17/12/2020  14:53:00,000","    57000000"," -93,2","   5,8","-110,0"," -84,2","34",
"17/12/2020  14:53:00,000","    58000000"," -94,0","   5,4","-108,1"," -85,9","34",
"17/12/2020  14:53:00,000","    59000000"," -93,7","   5,6","-107,2"," -85,2","34",
"17/12/2020  14:53:00,000","    60000000"," -92,8","   5,5","-105,1"," -85,8","34",
"17/12/2020  14:53:00,000","    61000000"," -92,0","   4,5","-104,0"," -83,4","34",
"17/12/2020  14:53:00,000","    62000000"," -92,1","   5,7","-112,5"," -80,8","34",
"17/12/2020  14:53:00,000","    63000000"," -92,4","   6,5","-113,7"," -80,6","34",
"17/12/2020  14:53:00,000","    64000000"," -92,3","   4,8","-101,1"," -82,2","34",
"17/12/2020  14:53:00,000","    65000000"," -92,2","   6,3","-113,8"," -82,5","34",
"17/12/2020  14:53:00,000","    66000000"," -91,5","   5,5","-103,2"," -82,2","34",
"17/12/2020  14:53:00,000","    67000000"," -91,6","   4,9","-102,1"," -82,3","34",
"17/12/2020  14:53:00,000","    68000000"," -92,4","   6,1","-104,8"," -83,0","34",
"17/12/2020  14:53:00,000","    69000000"," -92,9","   7,4","-117,3"," -83,1","34",
"17/12/2020  14:53:00,000","    70000000"," -91,7","   4,6","-103,6"," -83,0","34",
